Municipality Name,Contact Name,Total Number of Households,Households Served by Municipal Trash Program,Households Served by Municipal Recycling Program,Trash Service Type,Carts for Trash,Trash Cart size,Recycling Service Type,Recycling Collection Frequency,SS Recycling,Carts for Recycling,Recycling Cart Size,Food Waste Service Type, # of weeks collected curbside,Weeks the drop-off center open to residents,Municipal Buildings Trash and Recycling Service,School Trash and Recycling Service,Business Trash and Recycling Service,Non-resident Trash and Recycling Service,Solid Waste program funded by property tax?,Solid Waste program funded by annual fee?,Solid Waste program funded by transfer station access fee?,Solid Waste program funded by per-visit fee?,Solid Waste program funded by PAYT/ SMART revenue?,What is the annual fee?,What is the transfer station access fee?,What is the per-visit fee?,PAYT/ SMART,Enforced Trash Limits at Curb,Maximum # bags/ barrels per week,Barrel size in gallons (eg 32 64 etc),Trash Enforced by Muni,Trash Enforced by Hauler,Dedicated Trash Enforcement Personnel,Enforced Mandatory Recycling,Applies to Residential Generators Eligible to be Served by Municipal Program,Applies to Residential Generators not Eligible to be Served by the Municipal Program,Applies to Commercial Generators,Recycling Enforced by Muni,Recycling Enforced by Hauler,Dedicated Mandatory Recycling Enforcement Personnel,# Hours Enforcement Personnel on Street,Private Hauler regulations that require recycling,Applies to Haulers Serving Residential Generators Eligible to be Served by Municipal Program,Applies to Haulers Serving Residential Generators Not Eligible to be Served by Municipal Program,Applies to Commercial Generators,Swap-Shop,Reuse area at transfer station/ recycling center?,Compost Bin Distribution Program,Trash Disposal Tonnage,Does trash disposal tonnage include bulky waste?,Bulky waste tonnage,Fee for bulky waste?,"Annual Bulky 
Waste 
Limit",Tip Fee as of 1/1/2019,Tons Single Stream Recyclables,Newspaper,Cardboard,Mixed Paper,Commingled,Bulky Rigid Plastic,Scrap Metal / White Goods,Textiles/Used Clothing,Wood,Mattresses,Carpet,Food Waste,Yard Waste,E-Waste,C&D,Auto batteries,Auto tires,TVs and Computers,Other electronics (DVD/VCR phones stereos etc),Waste/Used engine oil,Household batteries,"Propane tanks 
1 lb.",Propane tanks  20 lb.,Anti-freeze,Used oil filters,Latex paint,Oil based paint,Fluorescent lamps/CFLs,Button batteries,Thermostats,Thermometers,Other products containing mercury,Expanded Polystyrene,Medical Waste (Sharps),Textiles/Used Clothing,Bulky Rigid Plastic,Books/Media,Plastic Bags,Fire Extinguishers,Did your municipality host comprehensive household hazardous waste collection events in 2018?,How many events?,Regional,Reciprocal,,
Plainfield,Kathleen A. Casey,297,224,224,Drop-off,,,Drop-off,,,,,None,,,Both,Both,Both,Neither,,,,,Yes,,,,Yes,,,,,,,Yes,Yes,Yes,Yes,Yes,,No,,,,,,,,Yes,80.34,No,15.05,Yes,,79,,,,23.61,18.94,0.99,9.05,2.2,,,,,,0.88,,Between 3 & 10,Year Round,Year Round,Year Round,Between 3 & 10,Year Round,Year Round,Year Round,Between 3 & 10,0,0,Between 3 & 10,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,0,Year Round,No,,,,,
Plainville,Deborah J. Revelle,4007,2073,2073,Curbside,,,Curbside,Weekly,Yes,,,None,0,48,Both,Both,Neither,Neither,Yes,Yes,,,Yes,150,,,Yes,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,Yes,1503,Yes,0,Yes,52,85,667,,,,,,24,4.9,,,,,461,6,,Year Round,Year Round,Year Round,Year Round,1 or 2,Year Round,Year Round,Year Round,1 or 2,1 or 2,1 or 2,1 or 2,Year Round,Year Round,Year Round,Year Round,Year Round,0,0,Year Round,0,Year Round,0,Year Round,Yes,1,No,No,,
Plymouth,Rachel Newell,31200,4679,5209,Drop-off,,,Drop-off,,,,,None,,52,Both,Both,Neither,Neither,,Yes,Yes,,Yes,168,168,,Yes,,,,,,,,,,,,,,,Yes,Yes,Yes,,,,Yes,3314,No,0,,,70,,28,176,343,212,,294,48.3,,,,,0.5,37.7,,Year Round,Year Round,Year Round,0,Year Round,Year Round,Year Round,Year Round,Year Round,0,1 or 2,1 or 2,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,0,Year Round,0,0,0,0,Yes,2,Yes,Yes,,
Plympton,-- DID NOT REPORT --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Princeton,Terri Longtine,1465,0,0,None,,,None,,,,,None,,,Neither,Neither,Neither,Neither,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,0,No,0,,,,,,5.3,6.4,1.4,,,,,,,,,,,Year Round,Year Round,Year Round,Year Round,Between 3 & 10,Year Round,Year Round,Year Round,Between 3 & 10,Between 3 & 10,Between 3 & 10,Between 3 & 10,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,0,Year Round,Year Round,Year Round,0,Year Round,No,,,,,
Provincetown,David Panagore,2332,2332,2332,Both,,,Both,Weekly,Yes,,,None,0,52,Both,Both,Neither,Both,Yes,,Yes,Yes,,,50,2,,Yes,2,32,Yes,,No,Yes,Yes,Yes,Yes,Yes,,No,,Yes,Yes,Yes,Yes,Yes,,,2880,Yes,0,Yes,,57.55,1326,,210,,,,52,,15,10.73,,,,7,,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Between 3 & 10,Between 3 & 10,Year Round,Year Round,Year Round,Year Round,Year Round,0,Year Round,Year Round,Year Round,0,0,Year Round,Yes,1,No,Yes,,
Quincy,John Sullivan,44365,33727,44365,Curbside,,,Both,Weekly,Yes,,,None,26,52,Both,Both,Recycling,Neither,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,30828,Yes,0,No,,74.35,4952,,,,,,185,142.16,,,,,10000,90.69,,1 or 2,0,Year Round,Year Round,1 or 2,Year Round,1 or 2,1 or 2,1 or 2,1 or 2,1 or 2,1 or 2,Year Round,Year Round,Year Round,Year Round,Year Round,0,0,Year Round,0,Year Round,0,1 or 2,Yes,2,No,No,,
Randolph,Kim Fontaine,12000,9100,9290,Curbside,,,Curbside,Bi-weekly,Yes,Yes,96,None,52,32,Both,Both,Neither,Neither,,Yes,,,,230,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,9303.16,No,0,No,,,2254.93,,,,,,,,,,,,,,,1 or 2,Between 3 & 10,Between 3 & 10,Between 3 & 10,1 or 2,Year Round,Between 3 & 10,Between 3 & 10,1 or 2,1 or 2,1 or 2,1 or 2,Year Round,Year Round,Year Round,Year Round,Year Round,0,Year Round,0,0,0,0,1 or 2,Yes,1,Yes,No,,
Raynham,Courtney Saunders,4786,1205,1205,Drop-off,,,Drop-off,,,,,None,,52,Both,Neither,Both,Neither,,,Yes,,Yes,,70,,Yes,,,,,,,,,,,,,,,,,,,,,,667.69,Yes,0,Yes,,82.3,,23.78,103.47,80.75,129.11,,3.8,,,6.82,,,,12.66,294.81,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Once a Week,Year Round,Between 3 & 10,Between 3 & 10,Year Round,Year Round,Year Round,Year Round,1 or 2,Year Round,0,0,Year Round,0,0,0,Yes,1,No,No,,
Reading,Michael O'Halloran,8887,8287,8287,Curbside,,,Curbside,Weekly,Yes,,,None,5,35,Both,Both,Neither,Neither,Yes,,,,,,,,,Yes,4,30,,Yes,,Yes,Yes,,,,Yes,,,,,,,,,,7249.21,Yes,0,Yes,52,66.79,2945.73,,,,,,30.01,49.81,,,,,,37.63,,1 or 2,1 or 2,0,Year Round,Year Round,0,1 or 2,1 or 2,1 or 2,1 or 2,0,1 or 2,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,1 or 2,1 or 2,1 or 2,0,1 or 2,Yes,1,No,No,,
Rehoboth,-- DID NOT REPORT --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revere,Debra Anemoduris,20232,17000,17000,Curbside,,,Curbside,Weekly,Yes,Yes,65,None,23,,Both,Both,Neither,Neither,Yes,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,17643.42,Yes,0,Yes,,72.03,3660,,,,,,,,,,,,562.01,46.08,,1 or 2,1 or 2,1 or 2,1 or 2,1 or 2,1 or 2,1 or 2,1 or 2,1 or 2,1 or 2,1 or 2,1 or 2,1 or 2,1 or 2,1 or 2,1 or 2,1 or 2,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,1 or 2,No,,,,,
Richmond,-- DID NOT REPORT --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rochester,Marcia Kessler,2930,2825,2825,Both,Yes,64,Both,Bi-weekly,Yes,Yes,95,None,0,52,Both,Neither,Both,Neither,Yes,,Yes,,,,20,,,,,,,,,,,,,,,,,Yes,Yes,,Yes,,Yes,,2068.67,No,0,Yes,,,556.5,,,,,,,,,,,,,,,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Yes,1,No,Yes,,
Rockland,Delshaune Flipp,5485,5083,5485,Curbside,Yes,64,Curbside,Bi-weekly,Yes,Yes,96,None,,52,Both,Both,Neither,Neither,,Yes,,,,296,,,,Yes,1,64,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,No,,Yes,Yes,Yes,Yes,Yes,,Yes,4104,No,0,Yes,,65.04,1303,,24,,,,48.5,17.3,,,,,500,13.5,322.42,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,1 or 2,1 or 2,Year Round,Year Round,Year Round,Year Round,Year Round,0,Year Round,Year Round,0,Year Round,0,Year Round,No,,,,,
Rockport,Mr. Joseph Parisi,4360,3126,3126,Drop-off,,,Drop-off,,,,,None,,52,Both,Both,Both,Neither,Yes,,Yes,,Yes,,85,,Yes,,,,,,,Yes,Yes,,,Yes,,No,,,,,,Yes,Yes,,2245.83,Yes,0,Yes,,83.5,,,,560.22,333.43,,,20,,,,13,1000,10.22,,Between 3 & 10,Year Round,Year Round,Year Round,Between 3 & 10,Year Round,Year Round,Year Round,Between 3 & 10,Between 3 & 10,Between 3 & 10,Between 3 & 10,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,0,Year Round,0,Year Round,0,Year Round,No,,,,,
Rowe,Jan Ameen,213,200,200,Drop-off,,,Drop-off,,,,,None,,,Both,Both,Neither,Neither,Yes,,,,,,,,,,,,,,,Yes,Yes,Yes,,,,,,,,,,Yes,,Yes,102.98,No,59.75,No,,77,,,,29.44,32.24,,20.83,,,,,,,1.28,,Year Round,Year Round,Year Round,Year Round,Once a Month,Year Round,Year Round,Year Round,Once a Month,Once a Month,0,Once a Month,Year Round,Year Round,Year Round,Year Round,Year Round,0,0,0,0,0,0,Year Round,No,,,,,
Rowley,-- DID NOT REPORT --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royalston,Philip Leger,561,375,375,Drop-off,,,Drop-off,,,,,None,,,Both,Both,Both,Both,Yes,,Yes,,Yes,,15,,Yes,,,,,,,,,,,,,,,,,,,Yes,,Yes,172,No,88,Yes,,120,,,,66,30,,30,4.16,,,,,,1.15,88,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,1 or 2,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,0,Year Round,Year Round,0,Year Round,0,Year Round,No,,,,,
Russell,Jeffrey Bean,563,420,420,Drop-off,,,Drop-off,,,,,None,,,Both,Neither,Neither,Neither,Yes,Yes,,,Yes,45,,,,,,,,,,,,,,,,,,,,,,,,,337.7,Yes,0,Yes,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,,
Rutland,-- DID NOT REPORT --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salem,Micaela Guglielmi,16500,15000,15000,Curbside,Yes,64,Curbside,Bi-weekly,Yes,Yes,96,Curbside,5,38,Both,Both,Both,Neither,Yes,Yes,,,,216,,,,Yes,1,64,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,20,Yes,Yes,Yes,Yes,,,,11270,Yes,0,No,52,72.5,3605,,,,,0,54.53,49.99,0,0,0,108.58,563.53,48.2,0,1 or 2,0,Between 3 & 10,Between 3 & 10,1 or 2,Year Round,1 or 2,1 or 2,1 or 2,1 or 2,0,1 or 2,Year Round,Year Round,Year Round,Year Round,Year Round,0,Year Round,Year Round,0,Year Round,0,Year Round,Yes,1,No,Yes,,
Salisbury,-- DID NOT REPORT --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sandisfield,Fred Ventresco,672,575,575,Drop-off,,,Drop-off,,,,,None,,,Both,Neither,Neither,Neither,Yes,,Yes,,,,65,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,No,,,,,,,,,295.71,No,48.5,No,,73,,,,34.21,32.73,,15.54,,,,,,,,,0,0,Year Round,Year Round,0,Year Round,0,0,0,0,0,0,0,Year Round,0,0,0,0,0,0,0,0,0,0,No,,,,,
Sandwich,"PAUL S. TILTON, PE",8500,5049,5049,Drop-off,,,Drop-off,,,,,None,,52,Both,Both,Both,Both,,Yes,,,Yes,60,,,Yes,,,,,,,,,,,,,,,Yes,,Yes,,,,,2798,No,359.36,Yes,,71.75,,,,953,621,341.39,353.43,575,,25.69,,,,27.26,,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Between 3 & 10,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Yes,1,Yes,Yes,,
Saugus,Lorna Cerbone,10662,8758,8758,Curbside,,,Both,Weekly,Yes,,,None,4,42,Both,Both,Neither,Neither,Yes,,,,,,,,,Yes,3,32,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,36,,,,,,,,8787.86,Yes,0,Yes,104,70.15,,,,1121.83,941.71,3.75,108.72,,,,,,500.01,,,Year Round,Year Round,Year Round,Year Round,Between 3 & 10,Year Round,Year Round,Year Round,Between 3 & 10,Between 3 & 10,Year Round,Between 3 & 10,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Between 3 & 10,Between 3 & 10,Yes,1,No,Yes,,
Savoy,Linda Cernik,287,187,187,Drop-off,,,Drop-off,,,,,None,,,Both,Neither,Neither,Neither,Yes,,Yes,,Yes,,10,,Yes,,,,,,,Yes,Yes,,,Yes,,No,,,,,,Yes,,,93.94,No,11.5,Yes,,,,,,12.16,8.19,,4.9,0.5,,,,,,2.9,,Between 3 & 10,Between 3 & 10,Year Round,Year Round,1 or 2,Year Round,1 or 2,1 or 2,1 or 2,1 or 2,Between 3 & 10,Between 3 & 10,Year Round,Year Round,Year Round,Year Round,Year Round,0,0,Year Round,0,1 or 2,0,1 or 2,No,,,,,
Scituate,Sean McCarthy,7742,5397,5397,Drop-off,,,Drop-off,,,,,None,,36,Both,Neither,Both,Neither,,,Yes,,Yes,,80,,Yes,,,,,,,Yes,Yes,,,Yes,,No,,,,,,Yes,,,3079,No,2987,Yes,,100.08,,,256,814,352,,316,73,,20.87,,,6200,52,2987,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Between 3 & 10,Year Round,Year Round,Year Round,Year Round,Year Round,0,0,Year Round,0,Year Round,0,Year Round,Yes,1,No,Yes,,
Seekonk,Bill Kirchmann,5420,5257,5257,Curbside,Yes,64,Curbside,Weekly,Yes,Yes,64,None,10,50,Both,Neither,Neither,Neither,,Yes,,Yes,Yes,209,,25,Yes,,,,,,,Yes,Yes,,,Yes,Yes,No,,,,,,,,,3014.99,No,0,Yes,,77,1571.85,,,,,,91.96,26.31,,15.13,6.08,,194.4,47.04,,Year Round,0,0,0,Year Round,Year Round,Year Round,Year Round,Year Round,0,0,1 or 2,Year Round,Year Round,Year Round,Year Round,Year Round,0,0,Year Round,0,0,0,Year Round,Yes,1,No,No,,
Sharon,Liz Curley,6426,5500,5500,Curbside,Yes,35,Curbside,Weekly,Yes,Yes,96,None,6,19,Both,Both,Neither,Neither,,,,,Yes,,,,Yes,,,,,,,,,,,,,,,,,,,,,Yes,4667.18,No,0,Yes,,63.3,2060.43,,,,,,,,,,,,48,,,1 or 2,Year Round,Year Round,Year Round,1 or 2,Year Round,1 or 2,1 or 2,1 or 2,1 or 2,Year Round,1 or 2,Year Round,Year Round,Year Round,Year Round,Year Round,0,0,0,1 or 2,0,0,1 or 2,Yes,1,No,No,,
Sheffield,Renee LeClair,1564,833,845,Drop-off,,,Drop-off,,,,,None,,,Both,Recycling,Neither,Neither,,Yes,,,,160,,,,,,,,,,,,,,,,,,Yes,Yes,,,Yes,,,566.34,No,11.71,No,,80,85.15,,103.14,,,,23.22,,,3.49,,,,5.7,,0,0,Year Round,Year Round,0,0,0,0,0,0,0,0,Year Round,0,0,0,0,0,0,0,0,0,0,0,No,,,,,
Shelburne,Jan Ameen,607,520,520,Drop-off,,,Drop-off,,,,,None,3,3,Both,Neither,Neither,Neither,Yes,,,,Yes,,,,Yes,,,,,,,,,,,,,,,,,,,Yes,,Yes,241.41,No,0,,,77,,,,74.03,35.67,,,2.09,,,,,,,,1 or 2,1 or 2,1 or 2,1 or 2,Once a Month,Year Round,1 or 2,1 or 2,Once a Month,Once a Month,0,Once a Month,Year Round,Year Round,Year Round,Year Round,Year Round,0,0,Year Round,0,Year Round,0,1 or 2,No,,,,,
Sherborn,Charles Tyler,1440,1440,1440,Drop-off,,,Drop-off,,,,,Drop-off,,,Both,Both,Both,Neither,Yes,,,,,,,,,,,,,,,Yes,Yes,,Yes,Yes,,No,,,,,,Yes,Yes,Yes,1391.5,Yes,0,Yes,,68.18,,,,415.49,210.3,,70.64,16.5,,9.63,,28.5,,15.26,,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,1 or 2,Year Round,Year Round,1 or 2,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,0,Year Round,Year Round,Year Round,0,Year Round,Yes,1,No,Yes,,
Shirley,Joseph Howlett II,2485,1931,1931,Both,,,Both,Bi-weekly,Yes,,,None,,52,Both,Neither,Neither,Neither,Yes,,,,Yes,,,,Yes,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,,908.57,No,0,,,80,508.97,,,,,,,,,,,,22.5,16,,Once a Month,Once a Week,Once a Week,Once a Week,Once a Month,Once a Month,Once a Week,Once a Week,Once a Month,0,Once a Month,Once a Month,Once a Month,Once a Month,Once a Month,Once a Month,Once a Month,0,Year Round,0,Once a Week,0,0,0,No,,,,,
Shrewsbury,David Snowdon,13054,10170,10170,Curbside,,,Curbside,Bi-weekly,,,,None,7,1,Both,Both,Both,Both,Yes,,,,Yes,,,,Yes,,,,,,,,,,,,,,,,,,,,,,6691.57,Yes,0,Yes,,68.18,,,59.06,1300.26,1426.41,,,,,,,,778.08,,,0,0,1 or 2,1 or 2,0,Year Round,0,0,0,0,0,0,Year Round,Year Round,Year Round,Year Round,Year Round,1 or 2,Year Round,1 or 2,0,0,0,Year Round,No,,,,,
Shutesbury,J. Gary Bernhard,860,860,860,Curbside,,,Curbside,Weekly,,,,None,,,Both,Both,Both,Neither,Yes,,,,Yes,,,,Yes,,,,,,,Yes,Yes,,Yes,,,,,,,,,Yes,,Yes,320,No,0,,,72.5,,,,105.97,82.71,0.57,,,,,,,,,,1 or 2,1 or 2,1 or 2,1 or 2,1 or 2,1 or 2,1 or 2,1 or 2,1 or 2,0,0,1 or 2,Year Round,Year Round,Year Round,Year Round,Year Round,1 or 2,0,0,1 or 2,0,0,0,No,,,,,
Somerset,Paula Ramos,6842,6842,6842,Both,,,Curbside,Weekly,Yes,Yes,96,None,28,16,Both,Both,Both,Neither,Yes,,,,Yes,,,,Yes,,,,,,,,,,,,,,,,,,,,,,3695.71,No,0,Yes,,74.15,1737.19,,,,,0,,,,,,,,,,Once a Month,Once a Month,Once a Month,Once a Month,1 or 2,Once a Month,Once a Month,Once a Month,1 or 2,Once a Month,Once a Month,1 or 2,1 or 2,Once a Month,Year Round,Year Round,Year Round,0,Year Round,0,0,0,0,0,Yes,1,No,No,,
Somerville,Vithal Deshpande,28000,26250,26205,Curbside,Yes,64,Curbside,Weekly,Yes,Yes,64,None,22,52,Both,Both,Recycling,Neither,Yes,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,,Yes,40,,,,,,,Yes,18368.28,Yes,0,Yes,,63.24,7152.49,,,,,,,50,,,,,,98.54,,Year Round,Year Round,Year Round,Year Round,Between 3 & 10,Between 3 & 10,Between 3 & 10,Between 3 & 10,Between 3 & 10,Between 3 & 10,Between 3 & 10,Between 3 & 10,Between 3 & 10,Between 3 & 10,Between 3 & 10,Between 3 & 10,Between 3 & 10,0,Year Round,Once a Week,0,0,0,Between 3 & 10,Yes,8,No,No,,
South Hadley,Jim Reidy,7174,6500,6500,Both,,,Both,Bi-weekly,,,,None,5,52,Both,Both,Both,Neither,,Yes,,,Yes,65,,,Yes,,,,,,,,,,,,,,,,,,,Yes,Yes,,2617.93,No,313.81,Yes,,,,,,880.27,548.95,,188.95,6.81,,,,,253.8,23.72,,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,0,0,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,0,Year Round,0,Year Round,Yes,1,No,Yes,,
Southampton,Randall Kemp,2326,1036,1036,Drop-off,,,Drop-off,,,,,None,,52,Both,Both,Both,Neither,,Yes,,,Yes,75,,,Yes,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,,590.79,No,128.16,Yes,,80,,,,201.23,123.56,,55.05,5.38,,2.78,,,54,11.47,,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,0,Year Round,0,0,Year Round,Year Round,Year Round,Year Round,Year Round,0,Year Round,Year Round,0,Year Round,0,0,No,,,,,
Southborough,-- DID NOT REPORT --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southbridge,Anna Smith,7303,6587,6587,Curbside,Yes,64,Curbside,Bi-weekly,Yes,Yes,96,None,12,40,Both,Both,Neither,Neither,Yes,,,,,,,,,Yes,1,64,Yes,,Yes,Yes,Yes,Yes,Yes,,,,,Yes,Yes,Yes,,,,,4362,No,119,No,,,1453,,,,,,,,,,,,276,,,Between 3 & 10,Between 3 & 10,Between 3 & 10,Between 3 & 10,Between 3 & 10,Between 3 & 10,Between 3 & 10,Between 3 & 10,Between 3 & 10,Between 3 & 10,0,Between 3 & 10,Between 3 & 10,Between 3 & 10,Between 3 & 10,Between 3 & 10,Between 3 & 10,0,0,0,0,0,0,0,Yes,3,No,No,,
Southwick,Randy Brown,3498,2007,2033,Drop-off,,,Drop-off,,,,,None,,52,Both,Neither,Neither,Neither,Yes,Yes,,,,100,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,,No,,Yes,Yes,Yes,Yes,,Yes,,2210,Yes,0,Yes,,73,,,,258,170,9,188,6,,13,,,100,31,,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,0,Year Round,Year Round,Year Round,Year Round,Year Round,0,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,No,,,,,
Spencer,Billy J. Krukowski,3781,1711,1711,Drop-off,,,Drop-off,,Yes,,,None,,52,Both,Neither,Both,Neither,,,Yes,,Yes,,50,,Yes,,,,,,,Yes,Yes,Yes,Yes,Yes,,No,,,,,,,Yes,,1217,Yes,0,Yes,,67.16,384,,,,,,39,0.05,,,,,,,30,0,Year Round,1 or 2,1 or 2,Year Round,Year Round,Year Round,Year Round,0,0,1 or 2,1 or 2,Year Round,Year Round,Year Round,Year Round,Year Round,0,0,Year Round,0,0,0,0,Yes,2,No,Yes,,
Springfield,Cristina Ferrera,61000,40000,40000,Curbside,Yes,95,Both,Bi-weekly,Yes,Yes,95,None,36,52,Both,Neither,Neither,Neither,Yes,Yes,,,,90,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,,Yes,40,Yes,Yes,Yes,Yes,,,,41033.44,No,825.66,Yes,,72.05,6834.97,,,,,,,,,,,,10631.22,825.66,,Between 3 & 10,0,0,0,Between 3 & 10,Between 3 & 10,Between 3 & 10,Between 3 & 10,Between 3 & 10,0,Between 3 & 10,Between 3 & 10,Between 3 & 10,Between 3 & 10,Between 3 & 10,Between 3 & 10,Between 3 & 10,0,0,0,0,0,0,Between 3 & 10,Yes,6,No,No,,
Sterling,William P. Tuttle,2990,2990,2990,Curbside,,,Curbside,Weekly,,,,None,,36,Both,Both,Neither,Neither,Yes,,,,,,,,,Yes,3,30,Yes,,No,Yes,Yes,,,Yes,,No,,,,,,Yes,,Yes,2281.5,No,0,,,,,,11.9,447,325,6.64,31.34,1.37,,10.04,,,,19.57,,Year Round,Year Round,Year Round,Year Round,Between 3 & 10,Year Round,Year Round,Year Round,Between 3 & 10,Between 3 & 10,Between 3 & 10,Between 3 & 10,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,0,Year Round,Year Round,Year Round,0,Year Round,No,,,,,
Stockbridge,-- DID NOT REPORT --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stoneham,Robert Grover,9500,6700,6700,Curbside,,,Curbside,Weekly,Yes,,,None,8,40,Both,Both,Neither,Neither,Yes,Yes,,,,145,,,,Yes,3,30,,,,Yes,Yes,Yes,,,,,,,,,,,,,5785.39,Yes,0,Yes,,66.79,1984.08,,,,,,,65.66,,,,,329.4,29.07,,1 or 2,1 or 2,Year Round,Year Round,Once a Week,Year Round,1 or 2,0,0,0,0,1 or 2,Year Round,Year Round,Year Round,Year Round,Year Round,0,0,Year Round,Year Round,Year Round,0,1 or 2,Yes,1,No,Yes,,
Stoughton,-- DID NOT REPORT --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stow,-- DID NOT REPORT --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
