Municipality Name,Contact Name,Total Number of Households,Households Served by Municipal Trash Program,Households Served by Municipal Recycling Program,Trash Service Type,Carts for Trash,Trash Cart size,Recycling Service Type,Recycling Collection Frequency,SS Recycling,Carts for Recycling,Recycling Cart Size,Food Waste Service Type, # of weeks collected curbside,Weeks the drop-off center open to residents,Municipal Buildings Trash and Recycling Service,School Trash and Recycling Service,Business Trash and Recycling Service,Non-resident Trash and Recycling Service,Solid Waste program funded by property tax?,Solid Waste program funded by annual fee?,Solid Waste program funded by transfer station access fee?,Solid Waste program funded by per-visit fee?,Solid Waste program funded by PAYT/ SMART revenue?,What is the annual fee?,What is the transfer station access fee?,What is the per-visit fee?,PAYT/ SMART,Enforced Trash Limits at Curb,Maximum # bags/ barrels per week,Barrel size in gallons (eg 32 64 etc),Trash Enforced by Muni,Trash Enforced by Hauler,Dedicated Trash Enforcement Personnel,Enforced Mandatory Recycling,Recycling Enforced by Muni,Recycling Enforced by Hauler,Dedicated Mandatory Recycling Enforcement Personnel,# Hours Enforcement Personnel on Street,Private Hauler regulations that require recycling,Swap-Shop,Reuse area at transfer station/ recycling center?,Compost Bin Distribution Program,Trash Disposal Tonnage,Does trash disposal tonnage include bulky waste?,Bulky waste tonnage,Fee for bulky waste?,"Annual Bulky 
Waste 
Limit",Tip Fee as of 1/1/2017,Tons Single Stream Recyclables,Newspaper,Cardboard,Mixed Paper,Commingled,Bulky Rigid Plastic,Scrap Metal / White Goods,Textiles/Used Clothing,Wood,Mattresses,Carpet,Food Waste,Yard Waste,E-Waste,C&D,Auto batteries,Auto tires,TVs and Computers,Other electronics (DVD/VCR phones stereos etc),Waste/Used engine oil,Household batteries,Propane tanks 1 lb.,Propane tanks  20 lb.,Anti-freeze,Used oil filters,Latex/Oil based paint,Fluorescent lamps/CFLs,Button batteries,Thermostats,Thermometers,Other products containing mercury,Expanded Polystyrene,Medical Waste (Sharps),Textiles/Used Clothing,Bulky Rigid Plastic,Books/Media,Plastic Bags,Fire Extinguishers,Did your municipality host comprehensive household hazardous waste collection events in 2016?,How many events?,Regional,Reciprocal,Comments/Additional Information,,
Petersham,Fifi Scoufopoulos,485,336,336,Drop-off,,,Drop-off,,,,,None,,,Both,Neither,Neither,Neither,Yes,,Yes,,Yes,,25,,Yes,,,,,,,,,,,,,Yes,,,193.71,Yes,,Yes,,100,,,,56.61,36.47,,21.62,1.3,,,,,,3.18,,Year Round,Year Round,1 or 2,1 or 2,Year Round,Year Round,Year Round,Year Round,1 or 2,0,1 or 2,Year Round,1 or 2,1 or 2,1 or 2,1 or 2,0,1 or 2,Year Round,Year Round,Year Round,0,0,No,,,,,,
Phillipston,Matt Pearson,790,409,409,Drop-off,,,Drop-off,,Yes,,,None,,,Both,Both,Both,Neither,Yes,Yes,,,Yes,12,,,Yes,,,,,,,,,,,,,Yes,,,190.71,Yes,,Yes,,120,88.64,,,,,,14.7,2.03,,,,,,1.49,,Year Round,Year Round,Year Round,Year Round,1 or 2,Year Round,Year Round,Year Round,1 or 2,0,1 or 2,Year Round,Year Round,Year Round,Year Round,Year Round,0,Year Round,Year Round,0,Year Round,0,0,No,,,,,,
Pittsfield,Matthew Kerwood,16000,16000,16000,Both,,,Both,Weekly,,,,None,2,52,Both,Both,Neither,Neither,Yes,,,,,,,,,,,,,,,Yes,,,,,,,,Yes,14621.42,Yes,,Yes,,83.9,,,,1051.94,702.53,,,,,,,,,,,0,0,0,0,1 or 2,1 or 2,0,0,1 or 2,0,1 or 2,0,1 or 2,1 or 2,1 or 2,1 or 2,0,0,0,0,0,0,0,Yes,1,No,No,,,
Plainfield,Kathleen A. Casey,296,263,263,Drop-off,,,Drop-off,,,,,None,,,Both,Both,Both,Neither,,,,,Yes,,,,Yes,,,,,,,Yes,Yes,,No,,,,,Yes,101.36,No,16.51,Yes,,72,,,,26.28,20.14,0.82,21.58,1.89,,,,,,1.92,,0,Year Round,Year Round,Year Round,0,Year Round,Year Round,Year Round,0,0,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,0,0,No,,,,,,
Plainville,Deborah J. Revelle,3676,1939,1936,Curbside,,,Curbside,Weekly,Yes,,,None,1,48,Both,Both,Neither,Neither,Yes,Yes,,,Yes,120,,,Yes,,,,,,,,,,,,Yes,,,Yes,1396,Yes,,Yes,52,71.4,684,,,,,,21,4.75,,,,,419,7.11,,Year Round,Year Round,Year Round,Year Round,0,Year Round,Year Round,Year Round,1 or 2,1 or 2,0,Year Round,Year Round,Year Round,Year Round,Year Round,0,Year Round,Year Round,0,Year Round,0,Year Round,Yes,1,No,No,,,
Plymouth,SANDRA STRASSEL,30077,9945,9270,Both,Yes,65,Both,Bi-weekly,Yes,Yes,96,None,,52,Both,Both,Neither,Neither,,Yes,Yes,,Yes,191,168,,Yes,,,,,,,,,,,,Yes,,,Yes,7301,No,0,,,66.63,1933,29,220,450,380,,317,,,,,,4.92,59.59,,Year Round,Year Round,Year Round,0,Year Round,Year Round,Year Round,Year Round,Year Round,0,1 or 2,Year Round,Year Round,Year Round,Year Round,Year Round,0,0,Year Round,0,0,0,Year Round,Yes,2,Yes,Yes,"Yard waste listed in #8 is Christmas trees collected from Town residents, and sent to a landscape company for disposal. Leaves and grass clippings are collected at the Town's Transfer Station, and all processing is done by the Town at no cost.",,
PLYMPTON,-- DID NOT REPORT --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Princeton,Terri Longtine,1469,0,0,None,,,None,,,,,None,,,Neither,Neither,Neither,Neither,Yes,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,0,No,0,,,,0,0,0,0,0,,,,,,,,,,,Year Round,Year Round,Year Round,Year Round,Between 3 & 10,Year Round,Year Round,Year Round,Between 3 & 10,Between 3 & 10,Between 3 & 10,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Yes,6,Yes,No,,,
Provincetown,David Panagore,3095,2650,2650,Both,,,Both,Weekly,Yes,,,None,8,52,Both,Both,Neither,Both,Yes,,Yes,,,,50,,,Yes,2,32,Yes,,No,Yes,Yes,,No,,Yes,Yes,,,2800,Yes,,Yes,,55,1470.06,,178.62,,,,14,,13,12.4,,,,3.5,,0,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,1 or 2,Year Round,Year Round,Year Round,Year Round,Year Round,0,0,0,Year Round,0,0,Year Round,Yes,1,Yes,No,,,
Quincy,john sullivan,39000,32000,39000,Curbside,,,Both,Weekly,Yes,,,None,26,52,Both,Both,Neither,Neither,Yes,,,,,,,,,,,,,,,,,,,,,,,Yes,28627,Yes,,No,,71.46,5177,,,,,0,103,53,,,,,2747.5,117.06,,1 or 2,Year Round,Year Round,Year Round,1 or 2,1 or 2,0,0,1 or 2,1 or 2,1 or 2,Year Round,1 or 2,Year Round,Year Round,Year Round,0,0,Year Round,0,Year Round,0,0,Yes,2,No,No,,,
Randolph,John McVeigh,11564,9800,9800,Both,,,Curbside,Bi-weekly,Yes,Yes,96,None,2,14,Both,Both,Neither,Neither,,Yes,,,,230,,,,,,,,,,Yes,,,,,,,,,10000,No,0,No,,,3000,,,,,,,,,,,,160,20,,1 or 2,Once a Month,Once a Month,Once a Month,1 or 2,1 or 2,Once a Month,Once a Month,1 or 2,1 or 2,1 or 2,Once a Month,Once a Month,Once a Month,Once a Month,Once a Month,0,Once a Month,0,0,0,0,1 or 2,Yes,1,Yes,No,,,
RAYNHAM,-- DID NOT REPORT --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reading,Michael O'Halloran,8939,8287,8287,Curbside,,,Curbside,Weekly,Yes,,,None,5,35,Both,Both,Neither,Neither,Yes,,,,,,,,,Yes,4,30,,Yes,,Yes,,Yes,,,,,,,7081.63,Yes,,Yes,52,63.02,,,,1709.1,1429.3,5,27.99,42.59,,,,,4912.86,32.16,,1 or 2,1 or 2,Year Round,Year Round,Year Round,0,1 or 2,1 or 2,1 or 2,1 or 2,1 or 2,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,1 or 2,1 or 2,0,1 or 2,Yes,1,No,No,,,
REHOBOTH,-- DID NOT REPORT --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REVERE,-- DID NOT REPORT --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RICHMOND,-- DID NOT REPORT --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROCHESTER,-- DID NOT REPORT --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rockland,Janice McCarthy,5467,4902,4902,Curbside,Yes,64,Curbside,Bi-weekly,Yes,Yes,95,None,,52,Both,Both,Neither,Neither,,Yes,,,,296,,,,,,,,,,Yes,,Yes,,,Yes,,,,4383,No,192,Yes,,67.63,1017,,2.6,,9,,21,0.12,,14.96,,,215,22.22,300.24,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,0,Between 3 & 10,Year Round,Year Round,Year Round,Year Round,Year Round,0,Year Round,Year Round,0,Year Round,0,0,No,,,,,,
Rockport,Mr. Joseph Parisi,4054,3257,3257,Drop-off,,,Drop-off,,,,,None,,52,Both,Both,Both,Neither,Yes,,Yes,,Yes,,160,,,,,,,,,Yes,Yes,,No,,,Yes,,,2874.22,Yes,,Yes,,79,0,0,,521.89,331.35,,60,20,,,,,1000,20,,Between 3 & 10,Year Round,Year Round,Year Round,Between 3 & 10,Year Round,Year Round,Year Round,Between 3 & 10,Between 3 & 10,0,Year Round,Year Round,Year Round,Year Round,Year Round,0,0,Year Round,0,Year Round,0,Year Round,No,,,,The Town of Rockport has an optional PAYT Program.,,
Rowe,Jan Ameen,215,200,200,Drop-off,,,Drop-off,,,,,None,,,Both,Both,Neither,Neither,Yes,,,,,,,,,,,,,,,Yes,,,,,,Yes,,Yes,110.88,No,51.81,No,,69,,,,26.97,16.76,,31.96,,,,,,,1.94,,Year Round,Year Round,Year Round,Year Round,0,Year Round,Year Round,Year Round,0,0,0,Year Round,Year Round,Year Round,Year Round,0,0,0,0,0,0,0,0,No,,,,,,
ROWLEY,-- DID NOT REPORT --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royalston,Philip Leger,567,425,425,Drop-off,,,Drop-off,,,,,None,,4,Both,Both,Both,Both,Yes,,Yes,,Yes,,15,,Yes,,,,,,,,,,,,,Yes,,Yes,159.43,No,148.9,Yes,,120,,,,60.14,50.23,,22.16,3.18,,,,,,0.87,,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,1 or 2,Year Round,Year Round,Year Round,Year Round,Year Round,0,Year Round,Year Round,0,Year Round,0,Year Round,No,,,,,,
RUSSELL,-- DID NOT REPORT --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RUTLAND,-- DID NOT REPORT --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salem,Julie Rose,16500,14578,14578,Curbside,Yes,64,Curbside,Bi-weekly,Yes,Yes,96,Curbside,7,40,Both,Both,Both,Neither,Yes,Yes,,,Yes,216,,,,Yes,1,64,Yes,Yes,Yes,Yes,Yes,Yes,Yes,22,,,,,11010,Yes,,No,26,69,3632,,,,,44.25,1,9.36,,,,126.47,422,52.3,,1 or 2,1 or 2,Between 3 & 10,Between 3 & 10,1 or 2,Year Round,1 or 2,1 or 2,1 or 2,1 or 2,1 or 2,Year Round,Year Round,Year Round,Year Round,Year Round,0,Year Round,1 or 2,Year Round,1 or 2,Year Round,0,Yes,1,No,Yes,"1-Condos and Apts. section is confusing-we pick up for many large condo complexes where they are seperate units; we pick up for some apartments over 6 units however limit them to 6 sets of toters2-Salem has a trash fee for non-owner occupied and about 216 commercial accounts downtown, this generates about $750,000 annually to offset our trash and recycling costs. Residential fee is $216 annually per unit, as noted. Commercial fee is $318 per unit annually.",,
SALISBURY,-- DID NOT REPORT --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sandisfield,Willie Morales,651,520,520,Drop-off,,,Drop-off,,,,,None,,,Both,Neither,Neither,Neither,Yes,Yes,,,,50,,,,,,,,,,,,,,,,,,,269,Yes,,No,,,,,,36,,,,,,,,,,,,0,0,Year Round,Year Round,0,Year Round,0,0,0,0,0,Year Round,Year Round,0,0,0,0,1 or 2,0,0,0,0,0,No,,,,,,
Sandwich,Paul S. Tilton,8500,4800,4800,Drop-off,,,Drop-off,,,,,None,,52,Both,Both,Trash,Both,,Yes,,,Yes,60,,,Yes,,,,,,,,,,,,Yes,,,Yes,2910,No,290.75,Yes,,68.3,,,,884.76,619.7,,331.21,6.59,,15.3,11,,2543.55,34.13,,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,0,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Yes,1,No,Yes,,,
Saugus,Lorna L. cERBONE,9975,8759,8759,Curbside,,,Both,Weekly,,,,None,6,40,Both,Both,Neither,Neither,Yes,,,,,,,,,Yes,3,36,Yes,Yes,Yes,Yes,Yes,Yes,Yes,26,,,,,8265.22,Yes,,Yes,100,66.77,,1030.31,43.4,,1018.69,13.51,20.13,53.14,,,,,1238.97,56.81,,Year Round,Year Round,Year Round,Year Round,Between 3 & 10,Year Round,1 or 2,1 or 2,1 or 2,1 or 2,1 or 2,Year Round,Year Round,Year Round,Year Round,Year Round,0,Year Round,Year Round,Year Round,Year Round,0,Year Round,Yes,6,No,Yes,,,
Savoy,Linda Cernik,287,122,122,Drop-off,,,Drop-off,,,,,None,,,Both,Neither,Neither,Neither,Yes,Yes,,,,10,,,Yes,,,,,,,,,,,,,,,Yes,85.91,Yes,,Yes,,,,,,8.21,9.76,,9.76,,,,,,,2.71,,0,0,Year Round,Year Round,0,Year Round,0,0,0,0,Between 3 & 10,Year Round,Year Round,Year Round,Year Round,Year Round,0,0,0,0,0,0,0,Yes,1,Yes,No,,,
Scituate,Sean McCarthy,7748,5388,5388,Drop-off,,,Drop-off,,,,,None,,36,Both,Neither,Neither,Neither,,,Yes,,Yes,,70,,Yes,,,,,,,,,,,,,,Yes,,3000,No,2486,Yes,,91,,,245,778,,560,292,88,,23,372,,,85,2486,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,0,Year Round,Year Round,Year Round,Year Round,0,Yes,1,Yes,Yes,,,
Seekonk,Bill Kirchmann,5145,4989,4989,Curbside,Yes,64,Curbside,Weekly,Yes,Yes,64,None,14,52,Both,Neither,Neither,Neither,,Yes,,Yes,Yes,195,,25,Yes,,,,,,,Yes,Yes,Yes,No,,,,,,2859,Yes,,Yes,,74,1581,,,,,,,17.7,,,,,,,,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,0,1 or 2,Year Round,Year Round,Year Round,Year Round,Year Round,0,1 or 2,Year Round,Year Round,Year Round,0,Year Round,Yes,1,No,No,,,
Sharon,Liz Curley,6374,5238,5238,Curbside,,,Curbside,Bi-weekly,Yes,Yes,95,None,9,19,Trash,Trash,Neither,Neither,,Yes,,,,216,,,,Yes,5,32,,Yes,,,,,,,,,,,4798.52,Yes,,Yes,,65,1833.48,,,,,,57.14,,,,,,402,,,1 or 2,1 or 2,Year Round,Year Round,1 or 2,Year Round,1 or 2,1 or 2,1 or 2,1 or 2,0,Year Round,Year Round,Year Round,Year Round,Year Round,0,0,0,1 or 2,0,0,1 or 2,Yes,1,No,No,,,
Sheffield,Alicia Dulin,1570,838,850,Drop-off,,,Drop-off,,,,,None,,,Both,Recycling,Neither,Neither,,Yes,,,,165,,,,,,,,,,,,,,,Yes,,Yes,,542.62,No,19.3,No,,80,75,,93.1,,,,21.67,,,2.48,,,,15.36,,0,0,Year Round,Year Round,0,0,0,0,0,0,0,Year Round,0,0,0,0,0,0,0,0,0,0,0,No,,,,If a household already has a Transfer Station sticker they are allowed one Bulky Waste coupon free of charge. If a household does not have a Transfer Station Sticker they are charged $25.00 for a Bulky Waste coupon.,,
Shelburne,Jan Ameen,595,520,520,Drop-off,,,Drop-off,,,,,None,,,Both,Neither,Neither,Neither,Yes,,,,Yes,,,,Yes,,,,,,,,,,,,,,,Yes,258.36,No,0,,,70,,,,82.17,45.77,2.44,3.65,2.86,,,,,,,,0,0,0,0,0,Year Round,0,0,0,0,0,Year Round,Year Round,Year Round,Year Round,0,0,0,Year Round,Year Round,Year Round,Year Round,0,No,,,,,,
Sherborn,Charles Tyler,1448,1448,1448,Drop-off,,,Drop-off,,,,,Drop-off,,,Both,Recycling,Both,Neither,Yes,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,1411,Yes,,Yes,,66,,,,439,276,,120,16,,5.83,,36,,2.15,,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,1 or 2,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,0,Year Round,Year Round,Year Round,0,Year Round,Yes,1,No,Yes,"Latex and oil-based paint should not be combined for our purposes; we accept latex paint (solidified to a non-liquid state) year round, while oil-based paint is accepted only in our HHW program.In January 2016, one load of 28 mattresses was sent to our previous vendor, Conigliaro Industries at a cost of $8.50 per unit, total $238, which cost was recovered in fees charged to drop-off customers. Following award of DEP Mattress grant, 184 additional mattresses were collected under the grant program.In 2016, Sherborn began separately collecting porcelain fixtures to send to Conigliaro Industries for pulverization into recycling into aggregate for construction purposes at a cost of $15 per unit plus $90 labor per load. Hardware and other non-porcelain material must be removed to avoid a $5 per unit extra charge. Drop-off customers are now charged $15 per unit. There appeared to be no appropriate place on the survey to report this effort, and although it seems worthwhile to reduce this trash tonnage, even at the risk of incurring some added cost (it is cheaper to ship/tip as trash). We shipped around 80 discarded toilet/sink units during the year, and inventory was building at year's end.",,
Shirley,Joseph Howlett II,2475,1911,1911,Both,,,Both,Bi-weekly,Yes,,,None,,52,Both,Neither,Neither,Neither,Yes,,,,Yes,,,,Yes,,,,,,,,,,,,Yes,,,,1204,No,0,,,73,445,,,,,,,,,,,,20,17,,Once a Month,Once a Week,Once a Week,Once a Week,Once a Month,Once a Month,0,0,Once a Month,0,Once a Month,Once a Month,Once a Month,Once a Month,Once a Month,Once a Month,0,0,0,0,0,0,0,No,,,,,,
Shrewsbury,Daniel Morgado,13798,10132,10132,Curbside,,,Both,Bi-weekly,,,,None,11,4,Both,Both,Neither,Neither,Yes,,,,Yes,,,,Yes,,,,,,,Yes,,,,,,,,,6302.8,Yes,,Yes,,66,,,62.75,1269.54,1692.44,,,8,,,,,887.19,,,0,0,0,0,0,Year Round,0,0,0,0,0,Year Round,Year Round,Year Round,Year Round,Year Round,1 or 2,Year Round,Between 3 & 10,0,0,0,Year Round,No,,,,This form was completed by Daniel Morgado not by Kristen Las who is on leave at the moment.,,
Shutesbury,J. Gary Bernhard,810,810,810,Curbside,,,Curbside,Weekly,,,,None,,,Both,Both,Both,Neither,Yes,,,,Yes,,,,Yes,,,,,,,Yes,,,,,Yes,Yes,Yes,Yes,323.11,No,25.4,Yes,,62,,,,108.79,78.16,0.35,7.75,,,,,,,,,1 or 2,1 or 2,1 or 2,1 or 2,1 or 2,1 or 2,1 or 2,1 or 2,1 or 2,1 or 2,0,Year Round,Year Round,Year Round,Year Round,Year Round,1 or 2,0,0,1 or 2,1 or 2,0,0,No,,,,Please note that Shutesbury now has an arrangement with the Town of Leverett that allows Shutesbury residents to utilize the swap and take-it-or-leave it features of the Leverett Transfer Station.,,
Somerset,Paula Ramos,6398,6398,6398,Both,,,Curbside,Weekly,Yes,,,None,26,16,Both,Both,Both,Neither,Yes,,,,Yes,,,,Yes,,,,,,,,,,,,,,,,3658.07,Yes,,Yes,,65,1424.48,,,,,,0.02,,,,,,1973.85,,,Between 3 & 10,Between 3 & 10,Once a Week,Once a Week,1 or 2,Between 3 & 10,1 or 2,1 or 2,1 or 2,1 or 2,1 or 2,1 or 2,Between 3 & 10,Year Round,Year Round,Year Round,0,Year Round,0,0,0,0,1 or 2,Yes,1,No,No,,,
Somerville,Vithal Deshpande,28000,26250,26250,Curbside,Yes,64,Curbside,Weekly,Yes,Yes,64,None,22,52,Both,Both,Recycling,Neither,Yes,,,,,,,,,,,,,,,Yes,Yes,,Yes,40,,,,Yes,18788.5,No,0,Yes,,63.24,7673.08,,,,,,,,,,,,,,,Year Round,Year Round,Year Round,Year Round,Between 3 & 10,Year Round,Year Round,Year Round,Between 3 & 10,Between 3 & 10,Between 3 & 10,Between 3 & 10,Between 3 & 10,Between 3 & 10,Between 3 & 10,Between 3 & 10,0,Year Round,0,0,0,0,Between 3 & 10,Yes,8,No,No,,,
South Hadley,Veronique Blanchard,7150,6500,6500,Both,,,Both,Bi-weekly,,,,None,10,52,Both,Both,Both,Neither,,Yes,,,,65,,,Yes,,,,,,,,,,,,,Yes,Yes,,2213.41,No,588.94,Yes,,62,,,,913.58,571.07,27.47,148,13.02,,,,,253.8,44.75,,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,1 or 2,1 or 2,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,0,Year Round,Yes,1,No,Yes,"We receive payment for our scrap metal but not for our appliances. Our revenue for scrap metal was $9,153 for CY 2016.",,
Southampton,Randall Kemp,2296,1012,1012,Drop-off,,,Drop-off,,,,,None,,52,Both,Both,Both,Neither,,Yes,,,Yes,75,,,Yes,,,,,,,,,,,,Yes,Yes,Yes,,583.49,No,214.68,Yes,,75,,,,300.72,173.03,,46.2,3.53,,2.12,,,54,11.28,,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,1 or 2,Year Round,1 or 2,Year Round,Year Round,Year Round,Year Round,Year Round,0,Year Round,Year Round,0,Year Round,0,0,Yes,1,No,Yes,properly dried latex paint accepted all year for disposal. Liquid latex not accepted at any time. Oil based paint accepted at Household Hazardous Waste Day (HHWD). We had a joint HHWD with Easthampton October 29th.,,
Southborough,Karen Galligan,3570,2513,2566,Drop-off,,,Drop-off,,Yes,,,None,,52,Neither,Neither,Neither,Neither,Yes,,Yes,,,,250,,,,,,,,,,,,,,,,,,2442.79,Yes,,No,,66,219.89,186.41,172.79,,,,189.36,78,,17.6,,,386.99,,,Year Round,Year Round,1 or 2,Year Round,1 or 2,Year Round,Year Round,Year Round,1 or 2,1 or 2,1 or 2,Year Round,Year Round,Year Round,Year Round,Year Round,0,Year Round,Year Round,Year Round,Year Round,0,0,Yes,1,No,No,,,
SOUTHBRIDGE,-- DID NOT REPORT --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southwick,Randy Brown,3974,2002,2002,Drop-off,,,Drop-off,,,,,None,,52,Both,Neither,Neither,Neither,Yes,Yes,,,,100,,,,,,,,,,Yes,Yes,,No,,,,Yes,,2266,Yes,,Yes,,63,,,,239,131,11,139,2,,7,,,180,40,,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,0,Year Round,Year Round,Year Round,Year Round,0,Year Round,Yes,156,Yes,No,Revenue per ton for scrap metal is based on average pricing during 2016. Southwick partnered with NEDT of Westfield to host year-long HHW collection for Southwick residents. The facility is open 3 days per week (156 days per year). The Town pays for the first $20 of HHW per residence. A link with info for this program is as follows: http://www.southwickma.org/Public_Documents/SouthwickMA_DPW/hazardous_waste.,,
Spencer,Steven J. Tyler,3751,1862,1862,Drop-off,,,Drop-off,,Yes,,,None,,38,Both,Neither,Recycling,Neither,,,Yes,,Yes,,50,,Yes,,,,,,,Yes,,,,,Yes,,Yes,,1231,Yes,,,,66,440,,,,,,60,47,,,,,,10,58,0,Year Round,1 or 2,1 or 2,Year Round,Year Round,Year Round,Year Round,0,0,1 or 2,Year Round,Year Round,Year Round,Year Round,Year Round,0,Year Round,Year Round,0,0,0,0,No,,,,Co-hosted HHW day w/ North Brookfield at their facility. We provide labor and fees.,,
Springfield,Greg Superneau,61000,40000,40000,Curbside,Yes,95,Both,Bi-weekly,Yes,Yes,95,None,40,52,Both,Neither,Neither,Neither,Yes,Yes,,,,90,,,,,,,,,,Yes,Yes,,Yes,40,Yes,,,,39576.93,No,833.95,Yes,,73.15,7026.17,,,,,,,,,,,,7431.4,14.27,,Between 3 & 10,Year Round,Year Round,Year Round,Between 3 & 10,Between 3 & 10,Between 3 & 10,Between 3 & 10,Between 3 & 10,Between 3 & 10,Between 3 & 10,Between 3 & 10,Between 3 & 10,Between 3 & 10,Between 3 & 10,Between 3 & 10,0,0,0,0,0,0,Between 3 & 10,Yes,6,No,No,,,
Sterling,William P. Tuttle,2777,2777,2777,Curbside,,,Both,Weekly,,,,None,,36,Both,Both,Neither,Neither,Yes,,,,,,,,,Yes,3,30,Yes,,No,Yes,Yes,,No,,,Yes,,Yes,2210.86,No,0,Yes,,,,,14,370.28,278.22,5.54,31.53,1.74,,5.8,,,,18.05,,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Between 3 & 10,Between 3 & 10,Between 3 & 10,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Yes,6,Yes,No,,,
STOCKBRIDGE,-- DID NOT REPORT --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STONEHAM,-- DID NOT REPORT --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STOUGHTON,-- DID NOT REPORT --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STOW,-- DID NOT REPORT --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
