Municipality Name,Contact Name,Total Number of Households,Households Served by Municipal Trash Program,Households Served by Municipal Recycling Program,Trash Service Type,Carts for Trash,Trash Cart size,Recycling Service Type,Recycling Collection Frequency,SS Recycling,Carts for Recycling,Recycling Cart Size,Food Waste Service Type, # of weeks collected curbside,Weeks the drop-off center open to residents,Municipal Buildings Trash and Recycling Service,School Trash and Recycling Service,Business Trash and Recycling Service,Non-resident Trash and Recycling Service,Solid Waste program funded by property tax?,Solid Waste program funded by annual fee?,Solid Waste program funded by transfer station access fee?,Solid Waste program funded by per-visit fee?,Solid Waste program funded by PAYT/ SMART revenue?,What is the annual fee?,What is the transfer station access fee?,What is the per-visit fee?,PAYT/ SMART,Enforced Trash Limits at Curb,Maximum # bags/ barrels per week,Barrel size in gallons (eg 32 64 etc),Trash Enforced by Muni,Trash Enforced by Hauler,Dedicated Trash Enforcement Personnel,Enforced Mandatory Recycling,Applies to Residential Generators Eligible to be Served by Municipal Program,Applies to Residential Generators not Eligible to be Served by the Municipal Program,Applies to Commercial Generators,Recycling Enforced by Muni,Recycling Enforced by Hauler,Dedicated Mandatory Recycling Enforcement Personnel,# Hours Enforcement Personnel on Street,Private Hauler regulations that require recycling,Applies to Haulers Serving Residential Generators Eligible to be Served by Municipal Program,Applies to Haulers Serving Residential Generators Not Eligible to be Served by Municipal Program,Applies to Commercial Generators,Swap-Shop,Reuse area at transfer station/ recycling center?,Compost Bin Distribution Program,Trash Disposal Tonnage,Does trash disposal tonnage include bulky waste?,Bulky waste tonnage,Fee for bulky waste?,"Annual Bulky 
Waste 
Limit",Tip Fee as of 1/1/2020,Tons Single Stream Recyclables,Newspaper,Cardboard,Mixed Paper,Commingled,Bulky Rigid Plastic,Scrap Metal / White Goods,Textiles/Used Clothing,Wood,Mattresses,Carpet,Food Waste,Yard Waste,E-Waste,C&D,Auto batteries,Auto tires,TVs and Computers,Other electronics (DVD/VCR phones stereos etc),Waste/Used engine oil,Household batteries,"Propane tanks 
1 lb.",Propane tanks  20 lb.,Anti-freeze,Used oil filters,Latex paint,Oil based paint,Fluorescent lamps/CFLs,Button batteries,Thermostats,Thermometers,Other products containing mercury,Expanded Polystyrene,Medical Waste (Sharps),Textiles/Used Clothing,Bulky Rigid Plastic,Books/Media,Plastic Film,Fire Extinguishers,Did your municipality host comprehensive household hazardous waste collection events in 2019?,How many events?,Regional,Reciprocal,,,,,,,,,,,,,,,
Plainfield,Kathleen A. Casey,304,224,224,Drop-off,,,Drop-off,,,,,None,,,Both,Neither,Both,Neither,,,,,Yes,,,,Yes,,,,,,,Yes,Yes,Yes,Yes,Yes,,No,,,,,,,,Yes,99.96,No,16.71,Yes,,88,,,,26.34,19.06,0.27,11.59,2.31,,,,,,1.17,,Between 6 & 11,Year Round,Year Round,Year Round,Between 6 & 11,Year Round,Year Round,Year Round,Between 6 & 11,0,0,Between 6 & 11,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,0,Year Round,No,,,,,,,,,,,,,,,,,,
Plainville,Deborah J. Revelle,4026,2101,2101,Curbside,,,Curbside,Weekly,Yes,,,None,,48,Both,Both,Neither,Neither,Yes,Yes,,,Yes,150,,,Yes,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,Yes,1458,No,0,Yes,52,87.55,704,,43,,,,23,3.98,,,,,360,6,,Year Round,Year Round,Year Round,Year Round,< 6,Year Round,Year Round,Year Round,< 6,< 6,< 6,< 6,Year Round,Year Round,Year Round,Year Round,Year Round,0,0,Year Round,0,Year Round,0,Year Round,Yes,1,No,No,,,,,,,,,,,,,,,
Plymouth,Rachel Newell,31873,4487,5196,Drop-off,,,Drop-off,,,,,None,,52,Both,Both,Neither,Neither,,Yes,,,Yes,168,,,Yes,,,,,,,,,,,,,,,Yes,Yes,Yes,,,,Yes,3066.35,No,0,,,71.75,,41.84,183,309.49,307.54,0,380.99,40.68,0,0,0,0,0.5,32.3,0,Year Round,Year Round,Year Round,0,Year Round,Year Round,Year Round,Year Round,Year Round,0,< 6,< 6,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,0,Year Round,0,0,0,Year Round,Yes,2,Yes,Yes,,,,,,,,,,,,,,,
Plympton,- - DID NOT REPORT - -,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Princeton,Terri Longtine,1255,0,0,None,,,None,,,,,None,,,Neither,Neither,Neither,Neither,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,,Yes,Yes,Yes,0,No,0,,,,0,0,5,6.4,1.4,2.98,14.07,0.61,,4.51,,,,8.79,,Year Round,Year Round,Year Round,Year Round,Between 6 & 11,Year Round,Year Round,Year Round,Between 6 & 11,Between 6 & 11,Between 6 & 11,Between 6 & 11,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,0,Year Round,No,,,,,,,,,,,,,,,,,,
Provincetown,Robin Craver,2348,2348,2348,Both,,,Both,Weekly,Yes,,,None,0,52,Both,Both,Neither,Both,Yes,,Yes,Yes,,,50,2,,Yes,2,32,Yes,,Yes,,,,,,,,,Yes,Yes,Yes,Yes,Yes,,,3025,Yes,,Yes,,93.75,1244,,192,,,,96,,30.63,11.28,,,23,3,,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,< 6,< 6,Year Round,Year Round,Year Round,Year Round,Year Round,0,Year Round,Year Round,Year Round,0,0,Year Round,Yes,3,No,Yes,,,,,,,,,,,,,,,
Quincy,John Sullivan,45000,33500,45000,Curbside,,,Both,Weekly,Yes,,,None,26,52,Both,Both,Neither,Neither,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,29862,Yes,,No,,75.83,4646.93,,,,,,235.89,122.44,,,,,10000,150.02,,< 6,0,Year Round,Year Round,< 6,Year Round,Year Round,0,< 6,< 6,< 6,< 6,Year Round,Year Round,Year Round,Year Round,Year Round,0,0,Year Round,0,Year Round,0,< 6,Yes,2,No,No,,,,,,,,,,,,,,,
Randolph,Kim Fontaine,12006,9279,9279,Curbside,,,Curbside,Bi-weekly,Yes,Yes,96,None,4,17,Both,Both,Neither,Neither,,Yes,,,,345,,,,,,,,,,,,,,,,,,,,,,,,,9645,Yes,,Yes,156,85,2137,,,,,,5,,,,,,160,8,,Year Round,Year Round,Year Round,Year Round,< 6,Year Round,Year Round,Year Round,< 6,< 6,0,< 6,Year Round,Year Round,Year Round,Year Round,Year Round,0,Year Round,0,0,0,0,< 6,No,,,,,,,,,,,,,,,,,,
Raynham,Lori Anderson,4528,1169,1169,Drop-off,,,Drop-off,,,,,None,,52,Both,Neither,Both,Neither,,,Yes,,Yes,,70,,Yes,,,,,,,,,,,,,,,,,,,,,,674.63,Yes,,Yes,,83.41,,19.09,95,87.99,190.16,,4.15,,,7.76,,,,10.28,321,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Once a Week,Year Round,Between 6 & 11,Between 6 & 11,Year Round,Year Round,Year Round,Year Round,< 6,Year Round,0,0,Year Round,0,0,0,Yes,1,No,No,,,,,,,,,,,,,,,
Reading,Michael O'Halloran,8895,8293,8293,Curbside,,,Curbside,Weekly,Yes,,,None,5,35,Both,Both,Neither,Neither,Yes,,,,,,,,,Yes,4,30,,Yes,,Yes,Yes,,,,Yes,,,,,,,,,,7089.33,Yes,,Yes,52,68.35,2918.06,,,,,,26.1,53.32,,,,,3915.38,36.26,,< 6,< 6,0,Year Round,Year Round,0,< 6,< 6,< 6,< 6,0,< 6,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,< 6,0,0,< 6,Yes,1,No,No,,,,,,,,,,,,,,,
Rehoboth,- - DID NOT REPORT - -,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revere,Debra Anemoduris,27269,20452,20452,Curbside,Yes,65,Curbside,Bi-weekly,Yes,Yes,65,None,17,,Both,Both,Neither,Neither,Yes,,,,,,,,,,,,,,,No,Yes,,,,,,,,,,,,,,17355.3,Yes,,Yes,,72.03,3387.33,,,,,,,47,,,,,651.81,1.92,,Once a Month,Once a Month,Once a Month,Once a Month,Once a Month,Once a Month,Once a Month,Once a Month,Once a Month,Once a Month,Once a Month,Once a Month,Once a Month,Once a Month,Once a Month,Once a Month,Once a Month,Year Round,Year Round,Year Round,Year Round,Year Round,,Once a Month,No,,,,,,,,,,,,,,,,,,
Richmond,- - DID NOT REPORT - -,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rochester,Marcia Kessler,1953,1953,1953,Both,Yes,64,Both,Bi-weekly,Yes,Yes,95,None,0,52,Both,Both,Both,Neither,Yes,Yes,,,,40,,,,,,,,,,,,,,,,,,Yes,Yes,,Yes,,Yes,Yes,2185.78,No,0,Yes,,,568.4,,,,,,,,,,,,,,,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,,Year Round,Yes,1,No,Yes,,,,,,,,,,,,,,,
Rockland,Delshaune Flipp,5485,5083,5485,Curbside,Yes,64,Both,Bi-weekly,Yes,Yes,96,None,,52,Both,Both,Neither,Neither,,Yes,,,,296,,,,Yes,1,64,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,,Yes,Yes,Yes,Yes,Yes,,Yes,4184,No,280.17,Yes,,90,1220,,9,,,,51.5,17.3,,14.69,,,27,,281,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,< 6,< 6,Year Round,Year Round,Year Round,Year Round,Year Round,0,Year Round,Year Round,0,Year Round,0,Year Round,Yes,12,Yes,Yes,,,,,,,,,,,,,,,
Rockport,Joseph Parisi,4384,3150,3150,Drop-off,,,Drop-off,,,,,None,,52,Both,Both,Both,Neither,Yes,,Yes,,Yes,,75,,Yes,,,,,,,Yes,Yes,,,Yes,,No,,,,,,Yes,,,2086.75,Yes,,Yes,,85.5,,,,526.28,474.12,,70.42,9.59,,,,13,1000,13.08,,< 6,Year Round,Year Round,Year Round,< 6,Year Round,Year Round,Year Round,< 6,< 6,< 6,< 6,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,0,Year Round,0,Year Round,0,Year Round,No,,,,,,,,,,,,,,,,,,
Rowe,Jan Ameen,215,172,172,Drop-off,,,Drop-off,,,,,None,,,Both,Both,Neither,Neither,Yes,,Yes,,Yes,,25,,Yes,,,,,,,No,Yes,Yes,,,,,,,,,,Yes,,Yes,104.17,No,43.33,No,,79,,,,22.44,15.98,,23.02,0.75,,,,,,1.65,,Year Round,Year Round,Year Round,Year Round,Once a Month,Year Round,Year Round,Year Round,Once a Week,Once a Week,0,Once a Week,Year Round,Year Round,Year Round,Year Round,Year Round,0,0,Year Round,< 6,Year Round,0,Year Round,No,,,,,,,,,,,,,,,,,,
Rowley,- - DID NOT REPORT - -,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royalston,Philip Leger,562,375,375,Drop-off,,,Drop-off,,,,,None,,,Both,Both,Both,Both,Yes,,Yes,,Yes,,15,,Yes,,,,,,,,,,,,,,,,,,,Yes,,Yes,186.05,No,92.28,Yes,,120,,,,69.24,35.57,,33.46,3.06,,1.07,,,,3.35,92,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,< 6,< 6,Year Round,Year Round,Year Round,Year Round,Year Round,0,Year Round,Year Round,0,Year Round,0,Year Round,No,,,,,,,,,,,,,,,,,,
Russell,Jeffrey Bean,563,420,420,Drop-off,,,Drop-off,,,,,None,,,Both,Neither,Neither,Neither,Yes,Yes,,,Yes,45,,,Yes,,,,,,,No,Yes,,,,,,,,,,,,,,203.78,No,75.75,Yes,,,,,,38.36,27.06,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,,,,,,,,,,,,,,,
Rutland,- - DID NOT REPORT - -,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salem,Micaela Guglielmi,16990,15075,15075,Curbside,Yes,64,Curbside,Bi-weekly,Yes,Yes,96,Drop-off,5,38,Both,Both,Both,Neither,Yes,Yes,,,,216,,,,Yes,1,64,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,20,Yes,Yes,Yes,Yes,,,Yes,10935.17,Yes,,No,52,73.8,3448.26,,,,,,,,,,,,,,,< 6,0,< 6,< 6,< 6,Year Round,< 6,< 6,< 6,< 6,0,< 6,Year Round,Year Round,Year Round,Year Round,Year Round,0,Year Round,Year Round,0,Year Round,0,0,Yes,1,Yes,No,,,,,,,,,,,,,,,
Salisbury,- - DID NOT REPORT - -,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sandisfield,- - DID NOT REPORT - -,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sandwich,Paul S. Tilton,8500,5020,5020,Drop-off,,,Drop-off,,,,,None,,52,Both,Both,Both,Both,,Yes,,Yes,Yes,60,,10,Yes,,,,,,,,,,,,,,,Yes,,Yes,,,,,2783,No,299,Yes,,73.54,,,,1037,603,19,350,34.79,,838,,,6962,29.88,,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,0,Year Round,Year Round,Year Round,Year Round,,Year Round,Yes,1,Yes,Yes,,,,,,,,,,,,,,,
Saugus,Lorna Cerbone,10662,8758,8758,Curbside,,,Both,Weekly,Yes,,,None,4,43,Both,Both,Neither,Neither,Yes,,,,,,,,,Yes,3,32,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,31,,,,,,,,9085.48,Yes,,Yes,104,74.5,2107.67,,,,,9,81.54,17.5,,,,,,56.88,,Year Round,Year Round,Year Round,Year Round,Between 6 & 11,Year Round,Year Round,Year Round,Between 6 & 11,Between 6 & 11,Between 6 & 11,Between 6 & 11,Year Round,Year Round,Year Round,Year Round,Year Round,0,Year Round,Year Round,Year Round,Year Round,0,Year Round,Yes,1,No,Yes,,,,,,,,,,,,,,,
Savoy,Linda Cernik,293,174,174,Drop-off,,,Drop-off,,,,,None,,,Both,Both,Both,Neither,Yes,,Yes,,Yes,,10,,Yes,,,,,,,Yes,Yes,,,Yes,,No,,,,,,Yes,,Yes,96.16,No,7.85,Yes,,110,,,,11.81,8.45,,9.18,0.63,,,,,,3.82,,Year Round,Year Round,Year Round,Year Round,< 6,Year Round,Year Round,Year Round,< 6,< 6,< 6,Between 6 & 11,Year Round,Year Round,Year Round,Year Round,Year Round,< 6,< 6,Year Round,< 6,Year Round,,Year Round,No,,,,,,,,,,,,,,,,,,
Scituate,Sean McCarthy,7810,5337,5337,Drop-off,,,Drop-off,,,,,None,,36,Both,Neither,Recycling,Neither,,,Yes,,Yes,,90,,Yes,,,,,,,Yes,Yes,,,Yes,,No,,,,,,Yes,,,2671,No,2501,Yes,,102.56,,,204,649,560,,306,84,,20.87,,,,51,2501,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Between 6 & 11,Year Round,Year Round,Year Round,Year Round,Year Round,0,0,Year Round,0,Year Round,0,Year Round,Yes,1,No,Yes,,,,,,,,,,,,,,,
Seekonk,Bill Kirchmann,5331,5229,5229,Curbside,Yes,64,Curbside,Weekly,Yes,Yes,64,None,12,50,Both,Neither,Neither,Neither,,Yes,Yes,,Yes,211.27,25,,Yes,,,,,,,Yes,Yes,Yes,Yes,,Yes,,,Yes,Yes,Yes,Yes,,,,3078.96,No,0,Yes,,78,1596.48,,,,,,13.52,28.16,,,,,194.4,,,Year Round,Between 6 & 11,0,0,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,0,< 6,Year Round,Year Round,Year Round,Year Round,Year Round,0,0,Year Round,Between 6 & 11,0,0,Year Round,Yes,1,No,No,,,,,,,,,,,,,,,
Sharon,Liz Curley,6519,5771,5771,Curbside,Yes,35,Curbside,Weekly,Yes,Yes,96,None,7,19,Both,Both,Neither,Neither,,,,,Yes,,,,Yes,,,,,,,Yes,Yes,,,Yes,Yes,Yes,40,Yes,Yes,,,,,Yes,4486.2,No,0,Yes,2,,2214.62,,,,,,81540,32.92,,,,,232,,,Year Round,Year Round,Year Round,Year Round,< 6,Year Round,< 6,< 6,< 6,< 6,0,< 6,Year Round,Year Round,Year Round,Year Round,Year Round,0,< 6,Year Round,< 6,0,0,< 6,Yes,1,No,No,,,,,,,,,,,,,,,
Sheffield,Jill Hughes,1558,852,870,Drop-off,,,Drop-off,,,,,None,,,Both,Neither,Neither,Neither,,Yes,,,,165,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,,,561.15,No,14.73,No,,80,,,98,,84.7,,39.87,,,2.97,,,,5.89,,0,0,Year Round,Year Round,< 6,0,0,0,< 6,< 6,0,< 6,Year Round,< 6,< 6,< 6,< 6,0,0,0,< 6,Year Round,0,0,No,,,,,,,,,,,,,,,,,,
Shelburne,Jan Ameen,605,520,520,Drop-off,,,Drop-off,,,,,None,2,2,Both,Neither,Neither,Neither,Yes,,,,Yes,,,,Yes,,,,,,,No,Yes,Yes,,,,,,,,,,Yes,,Yes,246.81,No,0,,,79,,,,66.74,45.69,,12.89,2.16,,,,,,,,< 6,< 6,< 6,< 6,Once a Week,Year Round,< 6,< 6,Once a Week,Once a Week,0,Once a Week,Year Round,Year Round,Year Round,Year Round,Year Round,0,0,Year Round,Year Round,Year Round,,< 6,No,,,,,,,,,,,,,,,,,,
Sherborn,Charles Tyler,1440,1440,1440,Drop-off,,,Drop-off,,,,,Drop-off,,,Both,Both,Both,Neither,Yes,,,,,,,,,,,,,,,Yes,Yes,,Yes,Yes,,No,,,,,,Yes,Yes,Yes,1458.6,No,0,Yes,,69,,,,359,215,,53.5,18.3,,4.65,,33,,14.58,,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,< 6,Year Round,Year Round,< 6,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,0,Year Round,Year Round,Year Round,,Year Round,Yes,1,No,Yes,,,,,,,,,,,,,,,
Shirley,Joseph Howlett II,2485,1931,1931,Curbside,Yes,64,Both,Bi-weekly,Yes,Yes,96,None,,52,Both,Neither,Neither,Neither,Yes,,,,Yes,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,No,,Yes,Yes,Yes,Yes,,,,875.63,No,0,,,88,400.13,,,,,,20,,,,,,23,6,,Once a Month,Once a Week,Once a Week,Once a Week,Once a Month,Once a Month,Once a Week,Once a Week,Once a Month,0,Once a Month,Once a Month,Once a Month,Once a Month,Once a Month,Once a Month,Once a Month,0,Year Round,0,0,0,0,0,No,,,,,,,,,,,,,,,,,,
Shrewsbury,David Snowdon,13054,10140,10140,Curbside,,,Curbside,Weekly,,,,None,7,1,Both,Both,Both,Both,Yes,,,,Yes,,,,Yes,,,,,,,No,Yes,,,,,,,,,,,,,,6676,Yes,,Yes,,68.97,,,210,1245.56,1008.98,,,40.66,,,,,717.19,,,0,0,< 6,< 6,< 6,Year Round,0,0,< 6,< 6,< 6,< 6,Year Round,Year Round,Year Round,Year Round,Year Round,< 6,Year Round,Year Round,0,0,0,Year Round,Yes,1,No,No,,,,,,,,,,,,,,,
Shutesbury,J. Gary Bernhard,850,850,850,Curbside,,,Curbside,Weekly,,,,None,,,Both,Both,Both,Neither,Yes,,,,Yes,,,,Yes,,,,,,,No,Yes,,Yes,,,,,,,,,Yes,Yes,Yes,312.87,Yes,,Yes,,79.5,,,,99.58,76.21,,,,,,,,,,,< 6,< 6,< 6,< 6,< 6,Year Round,< 6,< 6,< 6,< 6,0,< 6,Year Round,Year Round,Year Round,Year Round,Year Round,< 6,0,0,0,< 6,0,< 6,No,,,,,,,,,,,,,,,,,,
Somerset,Paula Ramos,6933,6933,6933,Both,,,Curbside,Weekly,Yes,Yes,95,None,26,16,Both,Both,Both,Neither,Yes,,Yes,,Yes,,5,,Yes,,,,,,,,,,,,,,,,,,,,,,3837.59,Yes,,Yes,,75,1665.7,,,,,,,,,,,,,,,Between 6 & 11,Between 6 & 11,Year Round,Year Round,0,0,0,0,0,0,Between 6 & 11,0,0,0,Year Round,Year Round,0,0,Year Round,Between 6 & 11,0,Between 6 & 11,0,0,No,,,,,,,,,,,,,,,,,,
Somerville,Vithal Deshpande,28000,26250,26250,Curbside,Yes,64,Curbside,Weekly,Yes,Yes,64,None,22,52,Both,Both,Recycling,Neither,Yes,,,,,,,,,,,,,,,No,Yes,Yes,Yes,,,,,,,,,,,Yes,17871.25,Yes,,Yes,,71.22,6883.73,,,,,,,,,,,,,78.39,,Year Round,Year Round,Year Round,Year Round,Between 6 & 11,Between 6 & 11,Between 6 & 11,Between 6 & 11,Between 6 & 11,Between 6 & 11,Between 6 & 11,Between 6 & 11,Between 6 & 11,Between 6 & 11,Between 6 & 11,Between 6 & 11,Between 6 & 11,0,Year Round,Year Round,0,0,0,Between 6 & 11,Yes,8,No,No,,,,,,,,,,,,,,,
South Hadley,Kevin Quesnel,7181,6500,6500,Both,,,Both,Bi-weekly,,,,None,4,52,Both,Both,Both,Both,,Yes,,,Yes,75,,,Yes,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,20,,,,,Yes,Yes,,2827.03,No,274.35,Yes,,75,,,,819.12,526.96,,116.99,7.61,122.85,9.74,,,253.8,27.19,371,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,0,0,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,0,Year Round,0,Year Round,Yes,1,No,Yes,,,,,,,,,,,,,,,
Southampton,Randall Kemp,2682,1002,1002,Drop-off,,,Drop-off,,,,,None,,52,Both,Both,Both,Neither,,Yes,,,Yes,75,,,Yes,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,13,Yes,Yes,Yes,Yes,Yes,,,544.89,No,120.49,Yes,,85,,,,180.58,123.4,,33.63,4.34,,1.87,,,54,8.38,,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,0,Year Round,0,0,Year Round,Year Round,Year Round,Year Round,Year Round,0,Year Round,Year Round,Year Round,Year Round,0,0,No,,,,,,,,,,,,,,,,,,
Southborough,- - DID NOT REPORT - -,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southbridge,Anna Smith,7303,6587,6587,Curbside,Yes,64,Curbside,Bi-weekly,Yes,Yes,96,None,12,40,Both,Both,Neither,Neither,Yes,,,,,,,,,Yes,1,64,,,,No,Yes,Yes,Yes,,,,,Yes,Yes,Yes,,,,,4644,No,281,No,,,1229,,,,,,,,,,,,,,,< 6,< 6,< 6,< 6,< 6,< 6,< 6,< 6,< 6,< 6,0,< 6,< 6,< 6,< 6,< 6,< 6,0,0,0,0,0,0,0,Yes,4,No,No,,,,,,,,,,,,,,,
Southwick,Randy Brown,3538,2018,2038,Drop-off,,,Drop-off,,,,,None,,52,Both,Neither,Neither,Neither,Yes,Yes,,Yes,,110,,25,,,,,,,,Yes,Yes,Yes,Yes,Yes,,No,,Yes,Yes,Yes,Yes,,Yes,,2024,No,0,Yes,,74,,,,270,183,15,150,7,267,13,,,100,31,,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,0,Year Round,Year Round,Year Round,Year Round,0,Year Round,Yes,156,Yes,No,,,,,,,,,,,,,,,
Spencer,Billy J. Krukowski,3781,1862,1862,Drop-off,,,Drop-off,,Yes,,,None,,40,Both,Neither,Both,Both,,,Yes,,Yes,,50,,Yes,,,,,,,,,,,,,,,,,,,,Yes,,1320.7,Yes,,Yes,,,350.66,,,,,,35.02,3.5,,,,,8.1,9.17,23,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,0,0,Year Round,< 6,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,0,Year Round,No,,,,,,,,,,,,,,,,,,
Springfield,Cristina Ferrera,61000,40000,40000,Curbside,Yes,96,Both,Bi-weekly,Yes,Yes,96,None,35,52,Both,Neither,Neither,Neither,Yes,Yes,,,,90,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,,Yes,40,Yes,Yes,Yes,Yes,,,,39348.06,No,859.51,Yes,,73.28,6780.5,,,,,,759.51,,,,,,8509.48,118.75,,< 6,0,0,0,< 6,< 6,< 6,< 6,< 6,< 6,< 6,< 6,< 6,< 6,< 6,< 6,< 6,< 6,0,0,0,< 6,0,< 6,Yes,6,No,No,,,,,,,,,,,,,,,
Sterling,Paul Lyons,3482,3200,3200,Curbside,,,Both,Weekly,,,,None,,36,Both,Both,Neither,Neither,Yes,,,,,,,,,Yes,3,30,Yes,,No,No,Yes,,,,,,,,,,,Yes,,Yes,2258,No,0,,,,,,12,394,350,6.63,34.89,1.98,,9.54,,,,20.09,,Year Round,Year Round,Year Round,Year Round,Between 6 & 11,Year Round,Year Round,Year Round,Between 6 & 11,Between 6 & 11,Between 6 & 11,Between 6 & 11,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,0,Year Round,Year Round,Year Round,0,Year Round,No,,,,,,,,,,,,,,,,,,
Stockbridge,- - DID NOT REPORT - -,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stoneham,Brett Gonsalves,9500,6700,6700,Curbside,,,Curbside,Weekly,Yes,,,None,8,40,Both,Both,Neither,Neither,Yes,Yes,,,,145,,,,Yes,3,30,,,,No,Yes,Yes,,,,,,,,,,,,,5926.88,Yes,,Yes,,68.35,1888.5,,,,,,,70.97,,,,,594,28.93,,< 6,< 6,Year Round,Year Round,Once a Week,Year Round,< 6,0,0,0,0,< 6,Year Round,Year Round,Year Round,Year Round,Year Round,0,0,Year Round,Year Round,Year Round,0,< 6,Yes,1,No,Yes,,,,,,,,,,,,,,,
