Municipality Name,Contact Name,Total Number of Households,Households Served by Municipal Trash Program,Households Served by Municipal Recycling Program,Trash Service Type,Carts for Trash,Trash Cart size,Recycling Service Type,Recycling Collection Frequency,SS Recycling,Carts for Recycling,Recycling Cart Size,Food Waste Service Type, # of weeks collected curbside,Weeks the drop-off center open to residents,Municipal Buildings Trash and Recycling Service,School Trash and Recycling Service,Business Trash and Recycling Service,Non-resident Trash and Recycling Service,Solid Waste program funded by property tax?,Solid Waste program funded by annual fee?,Solid Waste program funded by per-visit fee?,Solid Waste program funded by PAYT revenue?,What is the annual fee?,What is the per-visit fee?,PAYT,Enforced Trash Limits at Curb,Maximum # bags/ barrels per week,Barrel size in gallons (eg 32 64 etc),Trash Enforced by Muni,Trash Enforced by Hauler,Dedicated Trash Enforcement Personnel,Enforced Mandatory Recycling,Recycling Enforced by Muni,Recycling Enforced by Hauler,Dedicated Mandatory Recycling Enforcement Personnel,Private Hauler regulations that require recycling,Swap-Shop,Reuse area at transfer station / recycling center?,Compost Bin Distribution Program,Trash Disposal Tonnage,Does trash disposal tonnage include bulky waste?,Bulky waste tonnage,Fee for bulky waste?,Tip Fee as of 1/1/2015,Tons Single Stream Recyclables,Newspaper,Cardboard,Mixed Paper,Commingled,Bulky Rigid Plastic,Scrap Metal / White Goods,Textiles/Used Clothing,Wood,Mattresses,Carpet,Food Waste,Yard Waste,E-Waste,Auto batteries,Auto tires,TVs and Computers,Other electronics (DVD/VCR phones stereos etc),Waste/Used engine oil,Household batteries,Propane tanks,Anti-freeze,Used oil filters,Latex/Oil based paint,Fluorescent lamps/CFLs,Button batteries,Thermostats,Thermometers,Other products containing mercury,Expanded Polystyrene,Medical Waste (Sharps),Textiles/Used Clothing,Bulky Rigid Plastic,Did your municipality host comprehensive household hazardous waste collection events in 2014?,How many events?,Regional,Reciprocal,Comments/Additional Information,
Shrewsbury,Thomas Gregory,11234,9663,9663,Curbside,,,Curbside,Bi-weekly,,,,None,4,,Both,Both,Neither,Neither,Yes,,,Yes,,,Yes,,,,,,,,,,,,,,,6392,Yes,,Yes,61,,1797,58,1248,,,,,,,,,870,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Between 3 & 10,0,0,No,,,,,
Shutesbury,J. Gary Bernhard,817,817,817,Curbside,,,Curbside,Weekly,,,,Curbside,,,Both,Both,Both,Neither,Yes,,,Yes,,,Yes,,,,,,,,,,,,,,Yes,337,Yes,,Yes,85,,,,108,80,,,,,,,,,,1 or 2,1 or 2,1 or 2,1 or 2,1 or 2,,1 or 2,1 or 2,1 or 2,1 or 2,Year Round,Year Round,Year Round,Year Round,Year Round,0,0,1 or 2,,No,,,,,
Somerset,Paula Ramos,6398,6398,6398,Both,,,Curbside,Weekly,Yes,,,None,26,16,Both,Both,Both,Neither,Yes,,Yes,Yes,,10,Yes,,,,,,,,,,,,,,,3568,No,0,Yes,65,1073,,,,,,,,,,,,,,Once a Month,Once a Month,Year Round,0,0,,0,1 or 2,1 or 2,1 or 2,1 or 2,1 or 2,Year Round,Year Round,Year Round,0,0,0,0,Yes,1,No,No,,
Somerville,Vithal Deshpande,28000,26250,26250,Curbside,Yes,64,Curbside,Weekly,Yes,Yes,64,None,22,52,Both,Both,Neither,Neither,Yes,,,,,,,,,,,,,Yes,,Yes,Yes,,,,Yes,18891,No,0,Yes,63,6682,,,,,,,,,,,,,40,Year Round,Year Round,Year Round,Year Round,Between 3 & 10,,Between 3 & 10,Between 3 & 10,Between 3 & 10,Between 3 & 10,Between 3 & 10,Between 3 & 10,Between 3 & 10,Between 3 & 10,Between 3 & 10,1 or 2,Year Round,0,0,Yes,8,No,No,,
South Hadley,Veronique Blanchard,7094,6200,6200,Both,,,Both,Bi-weekly,,,,None,10,52,Both,Both,Both,Neither,,Yes,,Yes,65,,Yes,,,,,,,,,,,Yes,Yes,Yes,Yes,2949,Yes,,Yes,60,,,,975,549,17,90,52,,,,,316,25,Year Round,Year Round,Year Round,Year Round,Year Round,,Year Round,Year Round,1 or 2,1 or 2,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,,Yes,1,No,Yes,,
Southampton,Randall Kemp,2248,925,925,Drop-off,,,Drop-off,,,,,None,,52,Both,Both,Both,Neither,,Yes,,Yes,75,,,,,,,,,Yes,,Yes,Yes,,,Yes,,703,No,238,Yes,68,0,0,0,286,147,0,33,1,0,3,0,0,50,11,Year Round,Year Round,Year Round,Year Round,Year Round,,Year Round,1 or 2,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,,Yes,1,No,No,The $68.00 per Ton disposal fee does not include the hauling fee ($80.00 per load) nor the fuel surcharge that Wickles charges (typically $27.20 per load) for trucking.,
Southborough,Karen Galligan,3507,2489,2489,Drop-off,,,Drop-off,,,,,None,,52,Neither,Neither,Neither,Neither,Yes,Yes,,,250,,,,,,,,,,,,,,Yes,,,2575,Yes,,No,64,314,254,265,,,,564,78,,,,,258,,Year Round,Year Round,1 or 2,Year Round,1 or 2,,Year Round,1 or 2,1 or 2,1 or 2,Year Round,Year Round,Year Round,Year Round,Year Round,0,Year Round,Year Round,,Yes,1,No,No,"The Transfer Station is open to any residential household that purchases a permit regardless of the type of housing they live in. We do not service condominium complexes or apartment complexes in bulk, however, the individual units can purchase a permit. The number that we report as households serviced is just the number of households that purchased a permit, not the number of households that could purchase a permit.",
Southbridge,Erik Jacobson,7184,6587,6587,Both,,,Both,Bi-weekly,Yes,Yes,96,None,12,36,Both,Both,Neither,Neither,,Yes,,,,,,,,,,,,Yes,,Yes,Yes,,,,,4074,No,245,No,,1267,,,,,,,,,,,,523,,Between 3 & 10,Between 3 & 10,Between 3 & 10,Between 3 & 10,Between 3 & 10,,Between 3 & 10,Between 3 & 10,Between 3 & 10,Between 3 & 10,Between 3 & 10,Year Round,Between 3 & 10,Between 3 & 10,Between 3 & 10,0,Year Round,0,,Yes,4,Yes,No,I cannot answer section 4b. Our trash is funded through contract with Casella/SRD and is reimbursed. I did mark it so that I could submit it.,
Southwick,Randy Brown,3318,2050,2050,Drop-off,,,Drop-off,,,,,None,,52,Both,Neither,Neither,Neither,Yes,Yes,,,100,,,,,,,,,Yes,,Yes,No,,,,,2338,Yes,,No,,,,,262,158,,66,20,60,5,,,,5,Year Round,Year Round,Year Round,Year Round,Year Round,,Year Round,Year Round,Year Round,0,Year Round,Year Round,Year Round,Year Round,Year Round,0,Year Round,Year Round,0,No,,,,Medical waste/sharps collected at Board of Health office in Town Hall.,
Spencer,Steven J. Tyler,3729,2065,2065,Drop-off,,,Drop-off,,Yes,,,None,,40,Both,Neither,Neither,Neither,,Yes,,Yes,50,,Yes,,,,,,,,,,,Yes,,Yes,,1399,Yes,,No,76,200,,,188,71,,27,32,,,,,,,0,Year Round,1 or 2,1 or 2,Year Round,,Year Round,0,0,1 or 2,Year Round,Year Round,Year Round,Year Round,Year Round,0,Year Round,Year Round,0,Yes,1,No,Yes,Changed recycling to single stream 7/1/2014,
Springfield,Greg Superneau,61000,40000,40000,Curbside,Yes,95,Both,Bi-weekly,Yes,Yes,95,None,40,,Both,Neither,Neither,Neither,,Yes,,,90,,,,,,,,,Yes,,Yes,Yes,Yes,,,,38671,No,728,Yes,72,8060,,,,,,,,,,,,8048,22,Between 3 & 10,Year Round,Year Round,Year Round,Between 3 & 10,,Year Round,Between 3 & 10,Between 3 & 10,Between 3 & 10,Between 3 & 10,Between 3 & 10,Between 3 & 10,Between 3 & 10,Between 3 & 10,0,0,0,0,Yes,5,No,No,,
Sterling,William Tuttle,3250,3250,3250,Curbside,,,Curbside,Weekly,,,,None,,52,Both,Both,Neither,Neither,Yes,,,,,,,Yes,3,0,Yes,,No,Yes,,Yes,No,,Yes,,,2214,No,80,Yes,,0,358,20,30,256,,49,,,,,,12,6,Between 3 & 10,Between 3 & 10,Year Round,Year Round,Between 3 & 10,,Year Round,Between 3 & 10,Year Round,0,Year Round,Year Round,Year Round,Year Round,Year Round,0,0,0,0,No,,,,,
STOCKBRIDGE,-- DID NOT REPORT --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stoneham,Richard Maliawco,9500,6679,6679,Curbside,,,Curbside,Weekly,Yes,,,None,8,52,Both,Both,Neither,Neither,,Yes,,Yes,160,,,Yes,3,30,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,6112,Yes,,Yes,62,1572,0,2,0,0,4,3,,,,,,680,41,1 or 2,1 or 2,Year Round,Year Round,0,,1 or 2,0,0,1 or 2,Year Round,Year Round,Year Round,Year Round,Year Round,0,Year Round,0,,Yes,1,No,No,,
STOUGHTON,-- DID NOT REPORT --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STOW,-- DID NOT REPORT --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sturbridge,Alyssa Rusiecki,3452,1882,1982,Drop-off,,,Drop-off,,,,,None,,40,Recycling,Neither,Recycling,Neither,Yes,,,Yes,,,Yes,,,,,,,Yes,,Yes,No,Yes,Yes,,,384,No,75,Yes,,4,0,90,80,155,6,35,54,19,0,0,0,215,16,Year Round,Year Round,Year Round,Year Round,Year Round,,Year Round,Once a Month,Once a Month,Once a Month,Year Round,Year Round,Year Round,Year Round,Once a Month,Year Round,Year Round,Year Round,,Yes,9,No,No,,
Sudbury,William Place,5427,1239,2025,Drop-off,,,Drop-off,,,,,None,,52,Neither,Neither,Neither,Neither,,Yes,,,155,,Yes,,,,,,,,,,,,Yes,,,650,Yes,,Yes,72,,,55,289,161,,115,1144,,,,,328,8,Year Round,Year Round,Year Round,Year Round,Year Round,,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,1 or 2,0,Year Round,,No,,,,,
Sunderland,Jan Ameen,731,0,0,None,,,None,,,,,None,,,Neither,Neither,Neither,Neither,Yes,,,,,,,,,,,,,,,,,,,,,0,No,0,No,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,#4b doesn't actually apply,
Sutton,Matt Stencel,3193,1100,1100,Drop-off,,,Drop-off,,,,,Drop-off,,52,Neither,Neither,Neither,Neither,Yes,Yes,,Yes,40,,Yes,,,,,,,,,,,,,,,487,Yes,,Yes,64,0,0,74,79,11,,41,,,,,,,,Year Round,Year Round,Year Round,Year Round,Year Round,,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,,No,,,,NEDT has a collection site open to the public that is in Sutton.,
Swampscott,jeff vaughan,5733,4690,4700,Curbside,,,Curbside,Weekly,,,,None,8,,Both,Both,Neither,Neither,Yes,,,,,,,Yes,2,35,,Yes,,,,,,,,,,3936,Yes,,No,88,,,,811,528,,21,,,,,,600,,1 or 2,0,1 or 2,1 or 2,1 or 2,,1 or 2,1 or 2,1 or 2,1 or 2,Year Round,Year Round,Year Round,Year Round,Year Round,1 or 2,Year Round,0,,No,,,,If communities share a sight for HHWD and share costs it should not matter where the event is held.,
Swansea,Moe Pukulis,6104,5834,5834,Curbside,,,Curbside,Weekly,Yes,Yes,64,None,38,,Both,Neither,Neither,Neither,,Yes,,Yes,90,,Yes,,,,,,,,,,,,,,,2940,Yes,,Yes,74,1698,,,,,,,,,,,,1108,,0,0,Once a Week,Once a Week,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,"White Goods/Scrap Metal/Appliances are collected bi-weekly. Residents pay $10.00 for a tag for each item. The Town paid the Trash Collection Company $9.18 for each item picked up.Swansea conducts a Household Hazardous Waste Day every other year in April. The next collection will be in April 2015.Mattresses, Carpet and other 'Bulky Items' are pickup up with the 'Trash' on a weekly basis. Residents affix one tag per item at a cost to themselves. The Town pays the contractor effectively $73.51 per ton for these items",
Taunton,Angela Santos,22332,18683,21658,Both,,,Both,Weekly,Yes,,,None,4,52,Both,Both,Neither,Neither,Yes,,,Yes,,,Yes,,,,,,,Yes,,Yes,Yes,,,,Yes,11825,Yes,,No,0,3712,41,207,,67,,134,5,,,,,2920,185,Year Round,Year Round,Year Round,Year Round,Year Round,0,Year Round,0,0,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,0,Between 3 & 10,Year Round,0,Yes,1,No,No,"For trash and recycle households served, some of the condos and apartments in the five to six unit range, seven to eight unit range, and nine and above range are collected as part of the municipal program, but not all.",
TEMPLETON,-- DID NOT REPORT --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tewksbury,Sandra Barbeau,10556,9992,9992,Curbside,Yes,64,Curbside,Bi-weekly,Yes,Yes,69,None,13,,Both,Both,Neither,Neither,Yes,,,,,,,,,,,,,,,,,,,,,10147,Yes,,No,69,2244,,,,,,17,,,,,,1155,,Year Round,Year Round,Once a Month,Year Round,Year Round,,Year Round,0,0,0,Year Round,Year Round,Year Round,Year Round,Year Round,1 or 2,Year Round,0,0,No,,,,,
TISBURY,-- DID NOT REPORT --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOLLAND,-- DID NOT REPORT --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Topsfield,Donna Rich,2636,2636,2636,Curbside,,,Curbside,Bi-weekly,,,,None,,35,Both,Both,Neither,Neither,Yes,,,Yes,,,Yes,,,,,,,,,,,,,,,1867,Yes,,Yes,,,443,,,353,,,,,,,,900,,0,0,Year Round,Year Round,Year Round,0,1 or 2,1 or 2,1 or 2,1 or 2,1 or 2,1 or 2,1 or 2,1 or 2,1 or 2,0,Year Round,0,0,Yes,1,Yes,Yes,,
Townsend,Carla Walter,4405,3400,3400,Curbside,,,Both,Bi-weekly,,,,None,,27,Both,Neither,Recycling,Recycling,Yes,,,,,,,Yes,2,64,Yes,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,Yes,2380,No,39,Yes,73,,,,375,310,39,4,1,0,2,2,0,20,4,Year Round,Year Round,Year Round,Year Round,Once a Month,,Year Round,0,0,0,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,,No,,,,,
Truro,Jay Norton,2786,1728,1728,Drop-off,,,Drop-off,,,,,None,,52,Both,Both,Both,Both,,Yes,,,70,,,,,,,,,Yes,,Yes,No,,Yes,,,1735,No,0,No,65,,,,180,97,,97,,,,,,,,Year Round,Year Round,Year Round,Year Round,Year Round,,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,0,Year Round,0,0,Yes,1,Yes,No,,
Tyngsborough,Kerri Oun,4108,3475,3475,Curbside,Yes,64,Curbside,Bi-weekly,Yes,Yes,96,None,4,4,Both,Both,Neither,Neither,Yes,,,,,,,Yes,1,64,,Yes,,,,,,Yes,,,Yes,3623,Yes,,Yes,68,1128,,,,,,8,,,,,,90,,1 or 2,1 or 2,Once a Month,Once a Month,1 or 2,0,1 or 2,1 or 2,1 or 2,1 or 2,1 or 2,Year Round,Year Round,Year Round,1 or 2,0,Year Round,0,0,Yes,1,Yes,No,We have about 12 condos association in Town and some of the condos do receive trash and recycling service through the Town.,
Tyringham,Molly Curtin-Schaefer,150,150,150,Drop-off,,,Drop-off,,,,,None,,,Both,Neither,Neither,Neither,Yes,Yes,,,70,,,,,,,,,Yes,,Yes,No,,,,,65,Yes,,No,,,,,27,20,,8,,7,3,,,,,0,0,Year Round,Year Round,0,,0,0,0,0,Year Round,Year Round,0,Year Round,Year Round,Year Round,0,0,,No,,,,,
Upton,Diane Tiernan,2761,2225,2230,Curbside,Yes,96,Curbside,Weekly,Yes,,,None,1,,Both,Neither,Neither,Neither,Yes,,,Yes,,,Yes,Yes,5,30,,Yes,,,,,,,,,,1297,No,0,Yes,64,771,,,,,,4,,,,,,,9,1 or 2,1 or 2,Year Round,1 or 2,1 or 2,,1 or 2,1 or 2,1 or 2,1 or 2,Year Round,Year Round,Year Round,Year Round,Year Round,1 or 2,Year Round,0,0,Yes,1,No,No,"The Clerk for the Assessors office is not in today, so I will forward her information to you upon her return.",
UXBRIDGE,-- DID NOT REPORT --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAKEFIELD,-- DID NOT REPORT --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WALES,-- DID NOT REPORT --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Walpole,Robin Chapell,8334,7330,7330,Curbside,,,Curbside,Bi-weekly,,,,None,4,52,Both,Both,Neither,Neither,Yes,,,,,,,,,,,,,,,,,,,,Yes,7355,Yes,,No,64,,950,,,633,,,2,,,,,2000,1,1 or 2,Year Round,Once a Month,Year Round,1 or 2,0,1 or 2,1 or 2,1 or 2,1 or 2,Year Round,Year Round,Year Round,Year Round,Year Round,0,Year Round,Year Round,0,Yes,1,No,Yes,,
Waltham,Eileen Zubrowski,23000,16093,23000,Curbside,,,Curbside,Weekly,Yes,,,None,34,,Both,Both,Recycling,Neither,Yes,,,,,,,,,,,,,,,,,,,,Yes,19162,No,725,No,,3473,,,,,,,,,,,,1332,170,Between 3 & 10,0,Once a Week,0,Between 3 & 10,,Between 3 & 10,Between 3 & 10,Between 3 & 10,Between 3 & 10,Between 3 & 10,Between 3 & 10,Between 3 & 10,Between 3 & 10,Between 3 & 10,0,Year Round,0,0,No,,,,Compost Program. Waltham residents may purchase compost bins on state contract at the Lexington DPW. Waltham promotes composting.,
WARE,-- DID NOT REPORT --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wareham,Marilyn Russell,18200,0,0,Drop-off,,,Drop-off,,,,,None,,52,Both,Both,Neither,Neither,Yes,,,,,,,,,,,,,,,,,Yes,,,Yes,0,Yes,,No,,,,22,31,24,,3,,,,,,,1,Year Round,Year Round,Year Round,Year Round,1 or 2,,Year Round,1 or 2,1 or 2,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,0,Year Round,0,0,Yes,1,Yes,No,"The Town of Wareham is contracted with a private trash hauler for muncipal buildings for trash and recyclables. If offers nothing for residents except the following:1) The town has a recycling drop-off center which is currently funded by a grant from the estate of a private party. In addition to the routine recycling items, the center handles paint (both latex&oil based), tires, lead core and re-chargeable batteries, fluorescent bulbs, other mercury bearing items, including thermostats and thermometers. In addition the center takes old flags, white metal goods, misc. metal of all types and electronics. It is estimated that the private grant will be exhausted by the end of 2015 and the center will have to shut down. In addition, the recycling focus will be lost for the Town of Wareham.2. The Town of Wareham participates in the Carver-Marion-Wareham Regional Refuse Disposal District. This provides residents with two transfer facilities for trash and some recyclables disposal. These are both located out of the town of Wareham. A sticker is required for residents to utilize these facilities.",
Warren,Rachael Carney,1942,617,617,Drop-off,,,Drop-off,,,,,None,,52,Neither,Neither,Both,Neither,Yes,Yes,,Yes,70,,Yes,,,,,,,Yes,Yes,,,Yes,,Yes,,352,No,0,Yes,,0,0,0,82,75,0,0,,,,,,,,Year Round,Year Round,Year Round,0,0,0,Year Round,0,0,0,Year Round,0,0,0,0,0,0,Year Round,0,No,,,,,
Warwick,Jan Ameen,359,305,305,Drop-off,,,Drop-off,,,,,None,,,Both,Neither,Neither,Neither,Yes,,,Yes,,,Yes,,,,,,,,,,,,,,Yes,80,No,25,Yes,67,,,,30,27,,13,,,,,,,1,0,Year Round,Year Round,Year Round,0,,Year Round,0,0,0,Year Round,Year Round,Year Round,Year Round,0,0,0,0,0,No,,,,,
Washington,Michelle Lampro,243,243,236,Drop-off,,,Drop-off,,,,,None,,,Both,Neither,Both,Neither,Yes,,,,,,,,,,,,,,,,,,Yes,Yes,,156,Yes,,Yes,,,,,23,16,,,3,,,,,,7,Year Round,Year Round,Year Round,Year Round,Year Round,,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,,No,,,,,
WATERTOWN,-- DID NOT REPORT --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wayland,Daniel Cabral,6000,2100,2275,Drop-off,,,Drop-off,,Yes,,,None,,52,Both,Both,Neither,Neither,,Yes,,Yes,155,,Yes,,,,,,,,,,,,,Yes,,755,No,411,No,,1095,,,,,,,,,,,,,,Year Round,Year Round,Once a Month,Year Round,Year Round,,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,1 or 2,1 or 2,1 or 2,Year Round,Year Round,Year Round,,Yes,2,No,No,,
WEBSTER,-- DID NOT REPORT --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wellesley,Jeff Azano-Brown,9318,9318,9318,Drop-off,,,Drop-off,,,,,None,,52,Both,Recycling,Both,Neither,Yes,,,,,,,,,,,,,,,,,,,Yes,Yes,7420,Yes,,No,83,2370,578,1056,800,505,17,288,158,584,0,0,0,3397,117,Year Round,Year Round,Year Round,Year Round,Year Round,,Year Round,Year Round,Year Round,Between 3 & 10,Year Round,Year Round,Year Round,Year Round,Year Round,0,1 or 2,Year Round,,Yes,1,No,No,These statistics are for 2014,
Wellfleet,Mark Vincent,3660,3300,3300,Drop-off,,,Drop-off,,,,,None,,52,Both,Both,Both,Both,Yes,Yes,,Yes,25,,Yes,,,,,,,Yes,,Yes,No,Yes,Yes,Yes,Yes,1309,No,0,Yes,18,,130,130,50,250,2,126,5,5,,,,1700,43,Year Round,Year Round,Year Round,Year Round,Year Round,,Year Round,1 or 2,1 or 2,Between 3 & 10,Year Round,Year Round,Year Round,Year Round,Between 3 & 10,0,0,Year Round,,Yes,1,Yes,Yes,,
Wendell,Jan Ameen,371,340,340,Drop-off,,,Drop-off,,,,,None,,,Both,Neither,Neither,Neither,Yes,Yes,,Yes,15,,Yes,,,,,,,,,,,,Yes,,Yes,160,No,50,Yes,67,,,,44,45,,,3,,,,,,3,Year Round,Year Round,Year Round,Year Round,0,,Year Round,0,0,0,Year Round,Year Round,Year Round,Year Round,0,0,0,Year Round,0,No,,,,Wendell accepts scrap metal and white goods but has a company that takes it for free thus there are no weights for their material. The Towns website shows the materials are accepted:http://www.wendellmass.us/index.php/governance/services/wrats.html,
Wenham,Bill Tyack,1404,1404,1404,Curbside,Yes,35,Curbside,Weekly,Yes,,,Curbside,2,,Both,Neither,Both,Neither,Yes,,,Yes,,,Yes,Yes,1,35,,Yes,,,,,,Yes,,,Yes,775,Yes,,No,72,740,,,,,,,,,,,147,,,0,0,Year Round,Year Round,Year Round,,Year Round,1 or 2,0,1 or 2,Year Round,Year Round,Year Round,Year Round,Year Round,0,0,0,0,Yes,1,No,Yes,,
West Boylston,Anthony Sylvia,2508,2458,2458,Curbside,,,Curbside,Weekly,Yes,,,None,,10,Both,Both,Neither,Neither,Yes,,,Yes,,,Yes,,,,,,,,,,,,Yes,,,1432,No,0,Yes,67,642,,,,,,,,,,,,,,Year Round,Year Round,Year Round,Year Round,Year Round,,Year Round,Between 3 & 10,Year Round,Between 3 & 10,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,,Yes,4,Yes,No,,
WEST BRIDGEWATER,-- DID NOT REPORT --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WEST BROOKFIELD,-- DID NOT REPORT --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WEST NEWBURY,-- DID NOT REPORT --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Springfield,Robert Colson,12500,8660,8660,Curbside,Yes,64,Both,Bi-weekly,Yes,Yes,95,None,6,52,Both,Both,Neither,Neither,Yes,,,,,,Yes,,,,,,,Yes,,Yes,No,Yes,,,Yes,6309,No,172,No,60,2185,,13,,,,72,1,,3,,5,1525,67,Year Round,Year Round,Year Round,Year Round,1 or 2,,Year Round,1 or 2,1 or 2,1 or 2,Year Round,Year Round,Year Round,Year Round,Year Round,0,Year Round,Year Round,0,Yes,1,No,Yes,,
WEST STOCKBRIDGE,-- DID NOT REPORT --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Tisbury,Don Hatch,1778,780,780,Drop-off,,,Drop-off,,,,,None,,52,Both,Both,Both,Both,,,,Yes,,,Yes,,,,,,,,,,,,Yes,Yes,,340,No,0,Yes,160,328,,,,,0,0,0,0,0,0,0,0,0,Year Round,Year Round,Year Round,Year Round,Between 3 & 10,,0,Between 3 & 10,Between 3 & 10,Between 3 & 10,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,0,Year Round,,Yes,4,Yes,No,,
Westborough,Steven Baccari,4372,2800,3800,Drop-off,,,Drop-off,,,,,None,,52,Recycling,Neither,Neither,Neither,Yes,Yes,,,70,,,,,,,,,Yes,Yes,Yes,Yes,,,Yes,,5356,Yes,,Yes,64,,,,,,,,,,,,,,,Year Round,Year Round,Year Round,0,Year Round,,1 or 2,1 or 2,0,1 or 2,Year Round,Year Round,Year Round,Year Round,Year Round,1 or 2,Year Round,Year Round,0,Yes,1,No,No,"The company we contract with to run our transfer station (E.L. Harvey & Sons) does not weigh the recyclables they collect from residents as part of our contract. They do collect them, but they are just combined with recycling materials Harvey's accepts through other contracts with other entities. The transfer station is staffed by a Harvey's employee at all times it is open. The employee checks transfer station stickers and enforces the mandatory recycling ban.",
Westfield,Joseph Rouse,13500,13500,13500,Both,Yes,96,Both,Bi-weekly,,,,None,6,50,Both,Both,Neither,Neither,Yes,Yes,,,85,,,,,,,,,Yes,,Yes,No,,,,Yes,13000,Yes,,Yes,,,,,1426,790,,138,,,32,,,,46,Year Round,Year Round,Year Round,Year Round,Once a Week,0,Year Round,Once a Week,Between 3 & 10,Once a Month,Year Round,Year Round,Year Round,Year Round,Year Round,0,Year Round,Year Round,0,No,,,,NEDT Household Hazardous Waste Collection facility opened in Westfield in 2014. Residents bring material to this location for disposal. The City of Westfield is currently working with NEDT to establish a program that will allow the city to subsidize the cost for residents using this facility.The City does accept leaves and grass clippings from residents at our Transfer Station. Due to the fact that the material is processed on site there is no way for us to determine the actual tonnage.,
