Municipality Name,Contact Name,Total Number of Households,Households Served by Municipal Trash Program,Households Served by Municipal Recycling Program,Trash Service Type,Carts for Trash,Trash Cart size,Recycling Service Type,Recycling Collection Frequency,SS Recycling,Carts for Recycling,Recycling Cart Size,Food Waste Service Type, # of weeks collected curbside,Weeks the drop-off center open to residents,Municipal Buildings Trash and Recycling Service,School Trash and Recycling Service,Business Trash and Recycling Service,Non-resident Trash and Recycling Service,Solid Waste program funded by property tax?,Solid Waste program funded by annual fee?,Solid Waste program funded by per-visit fee?,Solid Waste program funded by PAYT revenue?,What is the annual fee?,What is the per-visit fee?,PAYT,Enforced Trash Limits at Curb,Maximum # bags/ barrels per week,Barrel size in gallons (eg 32 64 etc),Trash Enforced by Muni,Trash Enforced by Hauler,Dedicated Trash Enforcement Personnel,Enforced Mandatory Recycling,Recycling Enforced by Muni,Recycling Enforced by Hauler,Dedicated Mandatory Recycling Enforcement Personnel,# Hours Enforcement Personnel on Street,Private Hauler regulations that require recycling,Swap-Shop,Reuse area at transfer station / recycling center?,Compost Bin Distribution Program,Trash Disposal Tonnage,Does trash disposal tonnage include bulky waste?,Bulky waste tonnage,Fee for bulky waste?,Tip Fee as of 1/1/2016,Tons Single Stream Recyclables,Newspaper,Cardboard,Mixed Paper,Commingled,Bulky Rigid Plastic,Scrap Metal / White Goods,Textiles/Used Clothing,Wood,Mattresses,Carpet,Food Waste,Yard Waste,E-Waste,Auto batteries,Auto tires,TVs and Computers,Other electronics (DVD/VCR phones stereos etc),Waste/Used engine oil,Household batteries,Propane tanks,Anti-freeze,Used oil filters,Latex/Oil based paint,Fluorescent lamps/CFLs,Button batteries,Thermostats,Thermometers,Other products containing mercury,Expanded Polystyrene,Medical Waste (Sharps),Textiles/Used Clothing,Bulky Rigid Plastic,Books/Media,Did your municipality host comprehensive household hazardous waste collection events in 2015?,How many events?,Regional,Reciprocal,Comments/Additional Information,,
Sandwich,PAUL S. TILTON,8500,4800,4800,Drop-off,,,Drop-off,,,,,None,,52,Both,Both,Trash,Both,,Yes,,Yes,60,,Yes,,,,,,,,,,,,Yes,,,Yes,2953.59,No,311.98,Yes,65,,,,938.78,704.24,,331.21,65.5,,16.42,10,,2524.71,21.54,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,,0,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,,Year Round,Yes,1,Yes,Yes,,,
Saugus,Lorna L. Cerbone,9975,8758,8758,Curbside,,,Both,Weekly,,,,None,8,38,Both,Both,Neither,Neither,Yes,,,,,,,Yes,3,36,Yes,Yes,Yes,,,,,,Yes,,,,8194.18,Yes,,Yes,65.14,,,,1049.41,952.21,9.23,18.5,,,,,,641.77,126,1 or 2,1 or 2,Year Round,Year Round,1 or 2,Year Round,1 or 2,1 or 2,,1 or 2,1 or 2,Year Round,Year Round,Year Round,Year Round,0,Year Round,Year Round,,Year Round,Yes,1,No,Yes,,,
Savoy,Sandy Totter,287,122,122,Drop-off,,,Drop-off,,,,,None,,,Both,Neither,Neither,Neither,Yes,Yes,,,10,,,,,,,,,,,,,,,,,Yes,91.16,Yes,,Yes,,,,,14.87,7.17,,7.5,,,,,,,,0,0,Year Round,Year Round,0,Year Round,0,0,0,Between 3 & 10,Year Round,Year Round,Year Round,Year Round,Year Round,0,0,0,0,0,No,,,,,,
Scituate,Sean McCarthy,7702,5689,5689,Drop-off,,,Drop-off,,,,,None,,52,Both,Neither,Both,Neither,,Yes,,Yes,80,,Yes,,,,,,,Yes,Yes,,No,,Yes,Yes,,,2790,No,2394,Yes,,,,212,673,674,,214,84,,16.5,,,,104.17,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,,1 or 2,Year Round,Year Round,Year Round,Year Round,Year Round,0,Year Round,Year Round,0,Year Round,Yes,1,No,Yes,,,
Seekonk,William Kirchmann,5085,4854,4854,Curbside,Yes,64,Curbside,Weekly,Yes,Yes,64,None,17,,Both,Neither,Neither,Neither,,Yes,,,184,,Yes,Yes,6,33,,Yes,,Yes,Yes,Yes,No,,,,,,2758,Yes,,Yes,73,1573.27,,,,,,4.69,13.02,,,,,,,Year Round,Year Round,Year Round,Between 3 & 10,Year Round,0,Year Round,Year Round,,0,Year Round,Year Round,Year Round,Year Round,1 or 2,0,1 or 2,Year Round,,0,Yes,1,No,No,,,
Sharon,Liz Curley,6372,4907,4907,Curbside,,,Curbside,Bi-weekly,Yes,Yes,95,None,8,15,Both,Recycling,Neither,Neither,,Yes,,,216,,,,,,,,,,,,,,,,,Yes,4591.26,No,0,Yes,65,1854.35,,,,,,,,,,,,920,,1 or 2,Year Round,Year Round,Year Round,1 or 2,Year Round,1 or 2,1 or 2,,1 or 2,Year Round,Year Round,Year Round,Year Round,Year Round,0,0,0,,0,Yes,1,No,No,,,
Sheffield,Alicia Dulin,1567,826,840,Drop-off,,,Drop-off,,,,,None,,,Both,Recycling,Neither,Neither,,Yes,,,165,,,,,,,,,,,,,,Yes,,Yes,,543.57,No,12.46,Yes,90,85.34,,97.79,,,,30,,,1.88,,,,18,0,0,Year Round,Year Round,0,0,0,0,0,0,Year Round,0,0,0,0,0,0,0,0,0,No,,,,If a household already has a Transfer Station sticker they are allowed one Bulky Waste coupon free of charge. If a household does not have a Transfer Station Sticker they are charged $25.00 for a Bulky Waste coupon.For our mixed recycling and cardboard recycling we are charged a flat rate per load. That rate is $243.80 per load. For 2015 there were 28 loads of mixed recycling and 27 loads of cardboard.,,
Shelburne,Jan Ameen,595,520,520,Drop-off,,,Drop-off,,,,,None,,,Both,Neither,Neither,Neither,Yes,,,Yes,,,Yes,,,,,,,,,,,,,Yes,,Yes,278.62,No,0,No,70,,,,89.96,44.88,,,1.35,,,,,,,0,0,0,0,0,Year Round,0,0,0,0,Year Round,Year Round,Year Round,Year Round,0,0,0,Year Round,0,Year Round,No,,,,,,
Sherborn,Carol Rubenstein,1448,1448,1448,Drop-off,,,Drop-off,,,,,Drop-off,,,Both,Recycling,Both,Neither,Yes,,,,,,,,,,,,,,,,,,,Yes,,Yes,1417.5,No,0,No,64,,,,449.7,200.2,,41,17,,9.09,3.97,34.8,,13.7,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,0,0,0,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,0,Year Round,,Year Round,Yes,1,No,Yes,"We have also started to collect porcelain toilets and sinks for delivery to Conigliaro. We had one shipment of 40 units in December costing $600.We also allow the Lions Club to collect redeemable bottles and cans. They collect an enormous amount, but I haven't asked them to quantify it in a number of years.",,
Shirley,Joseph Howlett II,2465,1901,1901,Both,,,Both,Bi-weekly,Yes,,,None,,52,Both,Neither,Neither,Neither,Yes,,,Yes,,,Yes,,,,,,,,,,,,Yes,,,,835.04,No,0,Yes,72,416,,,,,,,,,,,,,,Once a Month,Once a Week,Once a Week,Once a Week,Once a Month,0,0,Once a Month,0,0,Once a Month,Once a Month,Once a Month,Once a Month,Once a Month,0,0,0,0,0,No,,,,We are a member of the Deven's Hazardous Waste,,
Shrewsbury,Kristen Las,11375,9884,9884,Curbside,,,Curbside,Bi-weekly,,,,None,4,,Both,Both,Neither,Neither,Yes,,,Yes,,,Yes,,,,,,,,,,,,,,,,6396,Yes,,Yes,75.66,,,67,1288,1590,,,,,,,,1058,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 or 2,0,0,0,No,,,,,,
Shutesbury,J. Gary Bernhard,837,837,837,Curbside,,,Curbside,Weekly,,,,None,,,Both,Both,Both,Neither,Yes,,,Yes,,,Yes,,,,,,,,,,,,,,,Yes,313.72,Yes,,Yes,62,,,,106.61,74.72,,4.15,,,,,,,,1 or 2,1 or 2,1 or 2,1 or 2,0,0,1 or 2,0,0,0,Year Round,Year Round,Year Round,Year Round,Year Round,1 or 2,0,0,,0,No,,,,,,
Somerset,Paula Ramos,6400,6400,6400,Both,,,Curbside,Weekly,Yes,,,None,24,3,Both,Both,Both,Neither,Yes,,,Yes,,,Yes,,,,,,,,,,,,,,,,3296.62,No,0,Yes,65,1471.37,,,,,,,,,,,,,,1 or 2,Between 3 & 10,Once a Week,Between 3 & 10,1 or 2,1 or 2,0,1 or 2,,1 or 2,1 or 2,1 or 2,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,,Year Round,Yes,1,No,No,,,
Somerville,Vithal Deshpande,28000,26250,26250,Curbside,Yes,64,Curbside,Weekly,Yes,Yes,64,None,22,52,Both,Both,Recycling,Neither,Yes,,,,,,,,,,,,,Yes,Yes,,Yes,40,,,,Yes,19259.27,No,0,Yes,63.24,6904.16,,,,,,,,,,,,,,Year Round,Year Round,Year Round,Year Round,Between 3 & 10,Between 3 & 10,Year Round,Between 3 & 10,,Between 3 & 10,Between 3 & 10,Between 3 & 10,Between 3 & 10,Between 3 & 10,Between 3 & 10,1 or 2,Year Round,0,0,0,Yes,8,No,No,,,
South Hadley,Veronique Blanchard,7094,6500,6500,Both,,,Both,Bi-weekly,,,,None,10,52,Both,Both,Both,Neither,,Yes,,Yes,65,,Yes,,,,,,,,,,,,Yes,Yes,Yes,Yes,3011,Yes,,Yes,61,,,,946.14,540.8,35.73,143.17,12.38,,,,,152.39,40.06,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,,1 or 2,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,,Year Round,Yes,1,No,Yes,,,
Southampton,Randall Kemp,2286,1074,1074,Drop-off,,,Drop-off,,,,,None,,52,Both,Both,Both,Neither,,Yes,,Yes,75,,Yes,,,,,,,,,,,,,Yes,Yes,,536.73,No,184.68,Yes,105,0,0,0,267.74,156.72,,45.43,4.18,,5.65,,,54,10.65,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,1 or 2,,1 or 2,Year Round,Year Round,Year Round,Year Round,Year Round,0,0,Year Round,0,Year Round,Yes,1,No,Yes,"Properly hardened/dried latex paint accepted all year. Liquid latex not accepted at any time. Oil based paints only accepted during Household Hazardous Waste Collection events.A joint Household Hazardous Waste Collection event happened October 31, 2015 in conjunction with Easthampton, MA and was open to all residents of the two Towns by appointment+.",,
Southborough,Karen Galligan,3507,2489,2489,Drop-off,,,Drop-off,,Yes,,,None,,52,Neither,Neither,Neither,Neither,Yes,Yes,,,250,,,,,,,,,,,,,,,Yes,,,2584,Yes,,No,64,288.49,234.42,240.42,,,,137.17,78,,,,,214.71,,Year Round,Year Round,1 or 2,Year Round,1 or 2,Year Round,Year Round,1 or 2,,1 or 2,Year Round,Year Round,Year Round,Year Round,Year Round,0,Year Round,Year Round,,Year Round,Yes,1,No,No,,,
Southbridge,Erik Jacobson,7184,6587,6587,Both,Yes,64,Both,Bi-weekly,Yes,Yes,96,None,12,40,Both,Both,Neither,Neither,,Yes,,,0,,,,,,,,,Yes,Yes,,Yes,17,,,,,4051.23,Yes,,No,,1064.42,,,,,,,,,,,,,,Between 3 & 10,Between 3 & 10,Between 3 & 10,Between 3 & 10,Between 3 & 10,Year Round,Between 3 & 10,Between 3 & 10,,Between 3 & 10,Between 3 & 10,Between 3 & 10,Between 3 & 10,Between 3 & 10,Between 3 & 10,Between 3 & 10,Between 3 & 10,Between 3 & 10,,0,Yes,4,Yes,No,"Section 4b. I checked annual fee, but our costs for disposal are reimbursed by Casella/SRD through our contract.",,
Southwick,Randy Brown,3503,2005,2015,Drop-off,,,Drop-off,,,,,None,,52,Both,Neither,Neither,Neither,Yes,Yes,,,100,,,,,,,,,Yes,Yes,,No,,,,,,2201,Yes,,Yes,62,,,,244,152,2,70,2,80,7,,,100,9,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,0,Year Round,Year Round,,Year Round,No,,,,There are privately-owned household hazardous waste collection facilities in near-by municipalities (closest in Westfield - one Town over) in which residents can dispose of household hazardous waste all year long. Town residents have commented how more convenient this is compared to a once-a-year event.,,
Spencer,Steven Tyler,3734,1948,1948,Drop-off,,,Drop-off,,Yes,,,None,,40,Both,Neither,Both,Neither,,Yes,,Yes,50,,Yes,,,,,,,,,,,,Yes,,Yes,,1235,Yes,,Yes,64,449,,,,,,33,45,,,,,,,0,Year Round,1 or 2,1 or 2,Year Round,Year Round,Year Round,0,0,1 or 2,Year Round,Year Round,Year Round,Year Round,Year Round,0,Year Round,Year Round,0,0,No,,,,Spencer & N. Brookfield co-host an annual HHHW collection day usually in the fall at N. Brookfield's Paint/HazMat Center.,,
Springfield,Greg Superneau,61000,40000,40000,Curbside,Yes,95,Both,Bi-weekly,Yes,Yes,95,None,40,52,Both,Neither,Neither,Neither,Yes,Yes,,,90,,,,,,,,,Yes,Yes,,Yes,40,Yes,,,,38440,No,705,Yes,72.17,7044,,,,,,,,,,,,8193,13.69,Between 3 & 10,Year Round,Year Round,Year Round,Between 3 & 10,Between 3 & 10,Between 3 & 10,Between 3 & 10,,Between 3 & 10,Between 3 & 10,Between 3 & 10,Between 3 & 10,Between 3 & 10,Between 3 & 10,0,0,0,0,0,Yes,6,No,No,,,
Sterling,William P. Tuttle,2763,2763,2763,Curbside,,,Curbside,Weekly,,,,None,,36,Both,Both,Neither,Neither,Yes,,,,,,,Yes,3,30,Yes,,No,Yes,Yes,,No,,,Yes,,Yes,2217.36,No,55,No,189,,,14,352,295,4.18,19.18,0.13,,,,,,1.58,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Between 3 & 10,,Between 3 & 10,Year Round,Year Round,Year Round,Year Round,Between 3 & 10,Year Round,Year Round,Year Round,,Year Round,Yes,4,Yes,No,,,
STOCKBRIDGE,-- DID NOT REPORT --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stoneham,Robert Grover,9500,6700,6700,Curbside,,,Curbside,Weekly,Yes,,,Curbside,8,40,Both,Both,Neither,Neither,,Yes,,Yes,160,,,Yes,3,30,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10,,,,,5519,Yes,,Yes,62.5,1839.97,,15.83,,,8.94,25.48,,,,,0.75,459,34.31,1 or 2,1 or 2,Year Round,Year Round,Once a Week,Year Round,1 or 2,0,0,1 or 2,Year Round,Year Round,Year Round,Year Round,Year Round,0,Year Round,0,,Year Round,Yes,1,No,No,"Recycling Coordinator position has not been funded since September 4, 2015.",,
STOUGHTON,-- DID NOT REPORT --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STOW,-- DID NOT REPORT --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sturbridge,Jamie Terry,3751,1882,1882,Drop-off,,,Drop-off,,,,,None,,52,Both,Neither,Both,Neither,Yes,Yes,,Yes,20,,Yes,,,,,,,Yes,Yes,,No,,Yes,Yes,Yes,,376.84,No,62.38,Yes,,,0.82,44.33,88.68,174,4.2,81,54,17.08,,,,215,1.64,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Between 3 & 10,,Between 3 & 10,Year Round,Year Round,Year Round,Year Round,Between 3 & 10,Year Round,Year Round,Year Round,,Year Round,Yes,9,No,No,,,
Sudbury,William Place,5430,1212,2070,Drop-off,,,Drop-off,,,,,None,,52,Neither,Neither,Neither,Neither,,Yes,,Yes,155,,Yes,,,,,,,,,,,,,Yes,,,601.41,Yes,,Yes,71,,,74.06,272.49,132.03,,124.17,27,,,,,,4.82,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,0,0,,Year Round,Year Round,Year Round,Year Round,Year Round,0,1 or 2,0,Year Round,,Year Round,No,,,,,,
Sunderland,Jan Ameen,883,0,0,None,,,None,,,,,None,,,Neither,Neither,Neither,Neither,,,,,,,,,,,,,,,,,,,,,,,0,Yes,,No,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,,,
Sutton,Matt,3200,1125,1125,Drop-off,,,Drop-off,,,,,None,,52,Recycling,Neither,Neither,Neither,,Yes,,Yes,40,,Yes,,,,,,,,,,,,Yes,,,,480,Yes,,Yes,64,,,96,145.28,88.38,,32.38,9600,,,,,10.8,5.5,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,,Year Round,No,,,,NEDT has a Sutton office and takes walk in customers,,
Swampscott,Jeff Vaughan,5690,4690,4700,Curbside,,,Curbside,Weekly,,,,None,9,,Both,Both,Neither,Neither,Yes,,,,,,,Yes,2,35,,Yes,,,,,,,,,,,4021.5,Yes,,No,,,,,811.48,530.7,,12.88,,,,,,225,,1 or 2,0,1 or 2,1 or 2,1 or 2,Year Round,1 or 2,1 or 2,,1 or 2,Year Round,Year Round,Year Round,Year Round,Year Round,1 or 2,Year Round,0,,0,No,,,,school / municipal paper/cardboard tonnage from paper only dumpsters is not included in curbside recycle totals.Residents have access to free rigid plastic drop-off year round at out secondary fiber purchaser located in neighboring Salem.Swampscott/Marblehead share two HHWD at equal expense in Marblehead each year.,,
Swansea,Alan Corvi,6150,5865,5865,Curbside,,,Curbside,Weekly,Yes,Yes,66,None,38,,Both,Neither,Neither,Neither,,Yes,,Yes,100,,Yes,,,,,,,,,,,,,,,,2850.58,No,0,Yes,74.76,1808.38,,,,,,,,,,,,,,1 or 2,1 or 2,1 or 2,1 or 2,1 or 2,1 or 2,1 or 2,1 or 2,,Once a Week,1 or 2,1 or 2,1 or 2,1 or 2,1 or 2,0,0,0,0,0,Yes,1,No,No,,,
Taunton,Katherine Nunes,22389,18740,21715,Both,,,Both,Weekly,Yes,,,None,4,52,Both,Both,Neither,Neither,Yes,,,Yes,,,Yes,,,,,,,Yes,Yes,,Yes,19,,,,Yes,11456.21,Yes,,No,0,4156.27,,161.05,31.08,56.83,,135.68,252.86,,,,,2281.48,183.19,Year Round,Year Round,Year Round,Year Round,Year Round,0,Year Round,0,0,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,0,Between 3 & 10,Year Round,0,0,Yes,1,No,No,"For trash and recycle households served, some of the condos and apartments in the five to six unit range, seven to eight unit range, and nine and above range are collected as part of the municipal program, but not all.",,
Templeton,Laurie A Wiita,3169,0,0,None,,,None,,,,,None,,,Neither,Neither,Neither,Neither,,,,,,,,,,,,,,,,,,,,,,,0,No,0,Yes,,,,,,,,,,,,,,,,0,0,Between 3 & 10,Between 3 & 10,Year Round,Between 3 & 10,Between 3 & 10,0,0,Between 3 & 10,Year Round,0,Year Round,Year Round,Year Round,0,Year Round,Year Round,0,Year Round,No,,,,,,
Tewksbury,Sandra Barbeau,10555,9991,9991,Curbside,Yes,64,Curbside,Bi-weekly,Yes,Yes,96,None,11,,Both,Both,Neither,Neither,Yes,,,,,,,,,,,,,,,,,,,,,,8964.32,No,0,No,69,2740.17,,,,,,23.65,,,,,,1108.5,,0,1 or 2,Year Round,Year Round,0,Year Round,0,0,0,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,0,Year Round,0,0,Year Round,No,,,,,,
TISBURY,-- DID NOT REPORT --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOLLAND,-- DID NOT REPORT --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Topsfield,Donna Rich,2500,2500,2500,Curbside,,,Curbside,Bi-weekly,,,,Curbside,,32,Both,Both,Neither,Neither,Yes,,,Yes,,,Yes,,,,,,,,,,,,,,,,1880.84,Yes,,Yes,,,456.69,,,386.43,,,,,,,,64.8,,1 or 2,0,1 or 2,1 or 2,Year Round,1 or 2,1 or 2,1 or 2,,1 or 2,1 or 2,1 or 2,1 or 2,1 or 2,1 or 2,Year Round,1 or 2,Year Round,,0,Yes,1,Yes,Yes,"we have a $5.00 access ticket or a $45.00 vehicle sticker cost for the dropping off of yard waste. Our 2 Elementary Schools did a pilot program of composting food waste, but tonnage was not calculated for the pilot program.",,
Townsend,Carla Walter,3263,3263,3263,Curbside,,,Curbside,Weekly,Yes,,,None,,39,Both,Neither,Neither,Neither,Yes,,,,,,,Yes,2,64,,Yes,,Yes,Yes,Yes,No,,,Yes,Yes,Yes,2394,No,8.2,Yes,,874,,,,,10.65,3,1,0,1,1,0,1,3.5,Year Round,Year Round,Year Round,Year Round,Once a Month,Year Round,Year Round,Once a Month,,Once a Month,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,,Year Round,No,,,,,,
Truro,Jay Norton,2786,1670,1670,Drop-off,,,Drop-off,,,,,Drop-off,,52,Both,Both,Both,Both,,Yes,,,70,,,,,,,,,Yes,Yes,,No,,,Yes,,,1964.16,No,0,No,65,,,,159.86,118.08,,,,,,,,,,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,0,Year Round,0,0,0,Yes,1,Yes,No,,,
Tyngsborough,Kerri Oun,4116,3880,3880,Curbside,Yes,64,Curbside,Bi-weekly,Yes,Yes,96,None,4,4,Both,Both,Neither,Neither,Yes,,,,,,,,,,,,,,,,,,Yes,,,,3543,No,0,Yes,69,1172,,,,,,,,,,,,,,1 or 2,1 or 2,Once a Month,Once a Month,1 or 2,Year Round,1 or 2,1 or 2,,1 or 2,1 or 2,Year Round,Year Round,Year Round,Year Round,0,Year Round,0,0,0,Yes,1,No,Yes,,,
Tyringham,Molly Curtin-Schaefer,350,350,350,Drop-off,,,Drop-off,,,,,None,,,Both,Neither,Neither,Neither,Yes,Yes,,,80,,,,,,,,,,,,,,,,Yes,,124.29,No,0,Yes,,,,,25.97,26.87,,,,,,,,,,0,0,Between 3 & 10,Between 3 & 10,0,Between 3 & 10,0,0,0,0,Between 3 & 10,Between 3 & 10,0,0,0,Between 3 & 10,0,0,,Between 3 & 10,No,,,,Household Hazardous Waste collection takes place in more than one community throughout the year.,,
Upton,Diane Tiernan,2781,2220,2230,Curbside,Yes,96,Curbside,Weekly,Yes,,,None,1,,Both,Neither,Neither,Neither,Yes,,,Yes,,,,,,,,,,,,,,,,,,,1301.03,Yes,,Yes,64,764.19,,,,,,9,,,,,,,15.94,1 or 2,1 or 2,1 or 2,1 or 2,1 or 2,Year Round,1 or 2,1 or 2,,1 or 2,Year Round,Year Round,Year Round,Year Round,Year Round,1 or 2,Year Round,1 or 2,,1 or 2,Yes,1,No,No,,,
Uxbridge,Kristin Black,6000,0,0,None,,,None,,,,,None,,36,Neither,Neither,Neither,Neither,,,,,,,,,,,,,,,,,,,,,,,0,Yes,,No,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,,,
WAKEFIELD,-- DID NOT REPORT --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WALES,-- DID NOT REPORT --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Walpole,Robin Chapell,8334,7330,7330,Curbside,,,Curbside,Bi-weekly,,,,None,4,52,Both,Both,Neither,Neither,Yes,,,,,,,Yes,6,32,,Yes,,Yes,,Yes,,,,,,Yes,7525.05,Yes,,No,64,,,,1042,513.22,,,2.81,,,,,2000,4.66,Between 3 & 10,Year Round,Between 3 & 10,Between 3 & 10,Between 3 & 10,Year Round,Between 3 & 10,Between 3 & 10,,Between 3 & 10,Year Round,Year Round,Year Round,Year Round,Year Round,0,Year Round,0,0,Year Round,Yes,1,No,Yes,,,
Waltham,Eileen Zubrowski,23000,16093,23000,Curbside,,,Curbside,Weekly,Yes,,,None,34,,Both,Both,Both,Recycling,Yes,,,,,,,,,,,,,,,,,,,,,Yes,19355,Yes,,No,56.5,3448.8,,,,,,,,,,,,281.81,141,Between 3 & 10,0,Year Round,0,Between 3 & 10,Between 3 & 10,Between 3 & 10,Between 3 & 10,,Between 3 & 10,Between 3 & 10,Year Round,Year Round,Year Round,Year Round,0,Year Round,0,,Year Round,No,,,,"Waltham collects recycling from most condo and apartment buildings, but not all. Some of these complexes were built without the prospect of obtaining solid waste collection services from the City.Waltham collects recycling from businesses who apply and are located on existing recycling collection routes. A total of 600 businesses will be accepted.The City's Compost Bin Program relies on Lexington; Lexington permits Waltham residents to purchase compost bins on state contract at their Public Works Department..Although we collect selected rigid plastics in the curbside collection, the tonnage is not calculated separately.",,
WARE,-- DID NOT REPORT --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wareham,Marilyn Russell,18900,0,0,Drop-off,,,Drop-off,,,,,None,,52,Both,Both,Neither,Neither,Yes,Yes,,,30,,,,,,,,,,,,,,Yes,Yes,,Yes,0,Yes,,No,,,,22.1,33,26,,2.5,0.2,,,,,,,Year Round,Year Round,Year Round,Year Round,1 or 2,Year Round,Year Round,1 or 2,,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,0,Year Round,Year Round,0,Year Round,Yes,1,Yes,No,Wareham contracts with a private disposal company for municipal buildings. It offers a sticker system (Optional) for solid waste and a free mdrop off center for recyclables.,,
Warren,Rachael Carney,1948,601,601,Drop-off,,,Drop-off,,,,,None,,52,Neither,Neither,Both,Neither,Yes,Yes,,Yes,70,,,,,,,,,Yes,,Yes,,,Yes,,,,3.59,No,0,Yes,,0,0,0,79.05,85.45,,,,,,,,,,Year Round,Year Round,Year Round,0,0,0,Year Round,0,0,0,Year Round,0,0,0,0,0,0,Year Round,0,Year Round,No,,,,,,
Warwick,Jan Ameen,358,300,300,Drop-off,,,Drop-off,,,,,None,,,Both,Neither,Neither,Neither,Yes,,,Yes,,,Yes,,,,,,,,,,,,,,,Yes,76.94,No,41.74,Yes,68,,,,31.62,25.58,,16.11,,,,,,,,0,Year Round,Year Round,Year Round,0,Year Round,Year Round,0,0,0,Year Round,Year Round,Year Round,Year Round,0,0,0,0,0,0,No,,,,,,
Washington,Michelle Lampro,243,243,243,Drop-off,,,Drop-off,,,,,None,,,Both,Neither,Both,Neither,Yes,,,,,,,,,,,,,,,,,,,Yes,Yes,,166,No,0,No,,,,,21,13,1.17,11.68,0.18,,,,,,3.76,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,,Year Round,No,,,,,,
Watertown,Dennis Sheehan,9690,8092,9690,Curbside,Yes,64,Curbside,Bi-weekly,Yes,Yes,64,None,16,52,Both,Both,Both,Neither,Yes,,,,,,,Yes,1,64,Yes,Yes,No,Yes,,Yes,,,,,,Yes,8714,Yes,,No,63,2736,,68.57,,,,9.63,3.13,,,,,618,23.53,0,1 or 2,Year Round,Year Round,Between 3 & 10,Year Round,Between 3 & 10,Between 3 & 10,,Between 3 & 10,Year Round,Year Round,Year Round,Year Round,Year Round,1 or 2,Between 3 & 10,Year Round,,Year Round,Yes,4,Yes,No,,,
